instance_family,node_count,salesman_count,solver,runs,avg_objective,avg_time_seconds,avg_step_time_seconds,valid_runs
uniform,10000,5,lkh-wrapper-v4,1,10359148.162334,8.251892,8.250577,1
uniform,10000,5,lkh-wrapper-v5,1,11005076.565367,5.453006,5.452774,1
uniform,10000,5,lkh-wrapper-v6,1,,5.160899,5.160835,0
uniform,25000,5,lkh-wrapper-v4,1,67575871.673544,10.790925,10.790611,1
uniform,25000,5,lkh-wrapper-v5,1,68330188.822932,5.101368,5.100975,1
uniform,25000,5,lkh-wrapper-v6,1,,5.140999,5.140845,0
uniform,50000,5,lkh-wrapper-v4,1,272936401.224777,24.731417,24.729616,1
uniform,50000,5,lkh-wrapper-v5,1,274279582.328545,5.59134,5.5907,1
uniform,50000,5,lkh-wrapper-v6,1,,5.24079,5.240561,0
uniform,100000,5,lkh-wrapper-v4,1,1091147106.332559,60.129065,60.119633,1
uniform,100000,5,lkh-wrapper-v5,1,1094112397.377377,7.267673,7.2662,1
uniform,100000,5,lkh-wrapper-v6,1,,7.109135,7.108564,0
mixed,10000,5,lkh-wrapper-v4,1,3077463.197063,6.726271,6.726083,1
mixed,10000,5,lkh-wrapper-v5,1,3871784.74135,5.510808,5.510578,1
mixed,10000,5,lkh-wrapper-v6,1,,5.218267,5.218032,0
mixed,25000,5,lkh-wrapper-v4,1,21699945.761348,10.410392,10.409723,1
mixed,25000,5,lkh-wrapper-v5,1,31401384.747284,4.990136,4.989379,1
mixed,25000,5,lkh-wrapper-v6,1,,5.017162,5.016996,0
mixed,50000,5,lkh-wrapper-v4,1,80263174.740064,26.572549,26.569039,1
mixed,50000,5,lkh-wrapper-v5,1,121448434.904936,5.567528,5.567237,1
mixed,50000,5,lkh-wrapper-v6,1,,4.969557,4.969279,0
mixed,100000,5,lkh-wrapper-v4,1,364230527.803506,80.775179,80.771521,1
mixed,100000,5,lkh-wrapper-v5,1,499517361.648301,5.814803,5.814137,1
mixed,100000,5,lkh-wrapper-v6,1,,6.303621,6.303376,0
