instance_family,node_count,salesman_count,solver,runs,avg_objective,avg_time_seconds,avg_step_time_seconds,valid_runs
outliers,1000,3,lkh-wrapper-v3,1,6219.902303,1.125027,1.124911,1
outliers,1000,3,rand+nn,1,13042.030767,0.001,0.000978,1
outliers,1000,5,2opt+greed,1,10174.342415,0.01207,0.012017,1
outliers,1000,5,lkh-wrapper-v2,1,7615.128241,5.346805,5.346779,1
outliers,1000,5,lkh-wrapper-v3,1,7550.050132,0.386681,0.386643,1
outliers,1000,5,rand+nn,1,21576.702088,0.001086,0.001063,1
outliers,1000,7,2opt+greed,1,11771.828854,0.008413,0.00836,1
outliers,1000,7,lkh-wrapper-v2,1,6264.929195,8.413867,8.413838,1
outliers,1000,7,lkh-wrapper-v3,1,6881.546723,1.12048,1.120444,1
outliers,1000,7,rand+nn,1,22195.598506,0.000845,0.000818,1
mixed,20,2,2opt+greed,1,53.150051,2.8e-05,1.6e-05,1
mixed,20,2,lkh-wrapper-v2,1,49.017757,0.000388,0.00038,1
mixed,20,2,lkh-wrapper-v3,1,49.017757,0.000353,0.000345,1
mixed,20,2,rand+nn,1,80.587943,2.1e-05,1.3e-05,1
mixed,20,3,2opt+greed,1,76.967857,2.4e-05,1.5e-05,1
mixed,20,3,lkh-wrapper-v2,1,56.845812,0.000399,0.000391,1
mixed,20,3,lkh-wrapper-v3,1,56.845812,0.000334,0.00031,1
mixed,20,3,rand+nn,1,101.604987,2.4e-05,1.7e-05,1
mixed,20,5,2opt+greed,1,83.831465,2.2e-05,1.2e-05,1
mixed,20,5,lkh-wrapper-v2,1,64.080185,0.000379,0.000367,1
mixed,20,5,lkh-wrapper-v3,1,64.080185,0.000337,0.000323,1
mixed,20,5,rand+nn,1,113.972726,2.1e-05,1.4e-05,1
mixed,50,2,2opt+greed,1,202.842932,5.8e-05,4.4e-05,1
mixed,50,2,lkh-wrapper-v2,1,144.263839,0.001843,0.001829,1
mixed,50,2,lkh-wrapper-v3,1,144.773659,0.001527,0.001511,1
mixed,50,2,rand+nn,1,215.582846,3.4e-05,2.2e-05,1
mixed,50,3,2opt+greed,1,248.076779,4.6e-05,3.4e-05,1
mixed,50,3,lkh-wrapper-v2,1,148.830184,0.002327,0.002317,1
mixed,50,3,lkh-wrapper-v3,1,148.061604,0.001346,0.001338,1
mixed,50,3,rand+nn,1,278.315266,3.2e-05,2.3e-05,1
mixed,50,5,2opt+greed,1,288.392511,5.7e-05,4.4e-05,1
mixed,50,5,lkh-wrapper-v2,1,156.981465,0.00185,0.001842,1
mixed,50,5,lkh-wrapper-v3,1,156.981465,0.00151,0.001499,1
mixed,50,5,rand+nn,1,436.671215,4.3e-05,3.3e-05,1
mixed,100,2,2opt+greed,1,428.337788,0.000129,0.000117,1
mixed,100,2,lkh-wrapper-v2,1,355.110156,0.013961,0.013948,1
mixed,100,2,lkh-wrapper-v3,1,331.18917,0.007037,0.007027,1
mixed,100,2,rand+nn,1,505.110656,4.5e-05,3.7e-05,1
mixed,100,3,2opt+greed,1,448.437608,0.000139,0.000129,1
mixed,100,3,lkh-wrapper-v2,1,343.240933,0.011425,0.011405,1
mixed,100,3,lkh-wrapper-v3,1,347.759125,0.004556,0.00454,1
mixed,100,3,rand+nn,1,691.67947,5.6e-05,4.9e-05,1
mixed,100,5,2opt+greed,1,534.171614,0.000134,0.000118,1
mixed,100,5,lkh-wrapper-v2,1,364.88925,0.01475,0.014735,1
mixed,100,5,lkh-wrapper-v3,1,366.897813,0.013693,0.013677,1
mixed,100,5,rand+nn,1,849.479542,4.5e-05,3.5e-05,1
mixed,200,2,2opt+greed,1,940.150502,0.000636,0.000622,1
mixed,200,2,lkh-wrapper-v2,1,804.444736,0.020724,0.020705,1
mixed,200,2,lkh-wrapper-v3,1,830.376435,0.017788,0.017772,1
mixed,200,2,rand+nn,1,1322.13367,8.7e-05,7.8e-05,1
mixed,200,3,2opt+greed,1,913.878586,0.000388,0.000376,1
mixed,200,3,lkh-wrapper-v2,1,769.94199,0.050741,0.05072,1
mixed,200,3,lkh-wrapper-v3,1,778.991878,0.018602,0.018582,1
mixed,200,3,rand+nn,1,1667.129751,8.6e-05,7.4e-05,1
mixed,200,5,2opt+greed,1,1119.452321,0.000393,0.000375,1
mixed,200,5,lkh-wrapper-v2,1,855.015287,0.047163,0.047141,1
mixed,200,5,lkh-wrapper-v3,1,851.336957,0.020572,0.020459,1
mixed,200,5,rand+nn,1,2095.761323,7.7e-05,6.6e-05,1
mixed,500,2,2opt+greed,1,3153.984002,0.003033,0.003014,1
mixed,500,2,lkh-wrapper-v2,1,2723.213606,0.225904,0.22587,1
mixed,500,2,lkh-wrapper-v3,1,2737.210796,0.21098,0.210961,1
mixed,500,2,rand+nn,1,4536.716054,0.000301,0.000289,1
mixed,500,3,2opt+greed,1,2501.834712,0.002259,0.002242,1
mixed,500,3,lkh-wrapper-v2,1,2334.983214,0.68065,0.680618,1
mixed,500,3,lkh-wrapper-v3,1,2365.335967,0.125792,0.125767,1
mixed,500,3,rand+nn,1,5014.609261,0.000261,0.000248,1
mixed,500,5,2opt+greed,1,3637.60563,0.001797,0.001782,1
mixed,500,5,lkh-wrapper-v2,1,2449.305105,0.348036,0.348016,1
mixed,500,5,lkh-wrapper-v3,1,2717.622345,0.091957,0.091929,1
