instance_family,node_count,salesman_count,solver,runs,avg_objective,avg_time_seconds,avg_step_time_seconds,valid_runs
uniform,50000,5,2opt+greed,1,4650139.62951,24.033639,24.029518,1
uniform,50000,5,lkh-wrapper-v21,1,4646700.463226,250.410711,250.399974,1
uniform,50000,5,lkh_v21_minsum,1,4531775.911103,168.035289,168.03483,1
uniform,50000,5,lkh_v21_minsum_cap,1,4516100.198041,162.398078,162.397642,1
uniform,50000,5,lkh_v21_minsum_depot2m_plus,1,4656871.344476,291.379352,291.378556,1
uniform,50000,7,2opt+greed,1,5083695.978184,16.301846,16.301565,1
uniform,50000,7,lkh-wrapper-v21,1,5050382.941041,515.098699,515.097609,1
uniform,50000,7,lkh_v21_minsum,1,4827251.440264,155.42282,155.422193,1
uniform,50000,7,lkh_v21_minsum_cap,1,4841430.6413,158.719555,158.719025,1
uniform,50000,7,lkh_v21_minsum_depot2m_plus,1,4774825.20699,286.872695,286.872072,1
