instance_family,node_count,salesman_count,solver,runs,avg_objective,avg_time_seconds,avg_step_time_seconds,valid_runs
outliers,100,3,lkh-wrapper-v6,1,431.695165,0.016125,0.016102,1
outliers,100,5,lkh-wrapper-v4,1,378.51805,0.004454,0.004419,1
outliers,100,5,lkh-wrapper-v5,1,468.084962,0.012473,0.012456,1
outliers,100,5,lkh-wrapper-v6,1,548.73384,4.500116,4.500084,1
outliers,200,2,lkh-wrapper-v4,1,712.31933,0.010094,0.010061,1
outliers,200,2,lkh-wrapper-v5,1,714.476784,0.02796,0.027922,1
outliers,200,2,lkh-wrapper-v6,1,860.510411,0.023593,0.023567,1
outliers,200,3,lkh-wrapper-v4,1,793.723942,0.008528,0.008498,1
outliers,200,3,lkh-wrapper-v5,1,841.669385,0.023785,0.023755,1
outliers,200,3,lkh-wrapper-v6,1,783.267123,0.031869,0.031838,1
outliers,200,5,lkh-wrapper-v4,1,784.840812,0.011865,0.011837,1
outliers,200,5,lkh-wrapper-v5,1,800.170646,0.02929,0.029248,1
outliers,200,5,lkh-wrapper-v6,1,1060.632964,0.04491,0.044874,1
mixed,20,2,lkh-wrapper-v4,1,49.017757,0.000331,0.000314,1
mixed,20,2,lkh-wrapper-v5,1,49.017757,0.000817,0.000806,1
mixed,20,2,lkh-wrapper-v6,1,65.843996,4.500103,4.500057,1
mixed,20,3,lkh-wrapper-v4,1,56.845812,0.000316,0.000301,1
mixed,20,3,lkh-wrapper-v5,1,66.568778,0.001065,0.00105,1
mixed,20,3,lkh-wrapper-v6,1,57.109453,0.001221,0.001205,1
mixed,20,5,lkh-wrapper-v4,1,64.080185,0.000419,0.000403,1
mixed,20,5,lkh-wrapper-v5,1,75.654593,0.000801,0.000789,1
mixed,20,5,lkh-wrapper-v6,1,73.701006,0.001152,0.001139,1
mixed,50,2,lkh-wrapper-v4,1,145.197028,0.00101,0.000983,1
mixed,50,2,lkh-wrapper-v5,1,147.772146,0.00524,0.005224,1
mixed,50,2,lkh-wrapper-v6,1,186.579007,0.004117,0.004101,1
mixed,50,3,lkh-wrapper-v4,1,148.061604,0.001037,0.001018,1
mixed,50,3,lkh-wrapper-v5,1,152.025084,0.003874,0.003856,1
mixed,50,3,lkh-wrapper-v6,1,161.236921,0.005188,0.005154,1
mixed,50,5,lkh-wrapper-v4,1,156.981465,0.001205,0.001184,1
mixed,50,5,lkh-wrapper-v5,1,211.299711,0.003979,0.00396,1
mixed,50,5,lkh-wrapper-v6,1,204.870993,0.006983,0.00695,1
mixed,100,2,lkh-wrapper-v4,1,344.087285,0.003137,0.00312,1
mixed,100,2,lkh-wrapper-v5,1,364.783263,0.011811,0.011789,1
mixed,100,2,lkh-wrapper-v6,1,363.523748,0.010183,0.010163,1
mixed,100,3,lkh-wrapper-v4,1,351.399083,0.002918,0.002904,1
mixed,100,3,lkh-wrapper-v5,1,356.255999,0.009815,0.009789,1
mixed,100,3,lkh-wrapper-v6,1,440.429592,0.011645,0.011609,1
mixed,100,5,lkh-wrapper-v4,1,360.637192,0.006512,0.00647,1
