instance_family,node_count,salesman_count,solver,runs,avg_objective,avg_time_seconds,avg_step_time_seconds,valid_runs
uniform,100,3,2opt+greed,3,1172.954874,0.000175,0.000136,3
uniform,100,3,lkh-wrapper-v20,3,849.34913,0.011055,0.010935,3
uniform,100,3,lkh-wrapper-v21,3,809.123482,2.363263,2.363118,3
uniform,100,3,lkh3-baseline,3,827.777637,0.4854,0.485346,3
uniform,100,3,rand+nn,3,1764.118372,6.7e-05,4.1e-05,3
uniform,100,5,2opt+greed,3,1288.126888,0.000164,0.000132,3
uniform,100,5,lkh-wrapper-v20,3,851.345435,0.011634,0.011534,3
uniform,100,5,lkh-wrapper-v21,3,785.127321,2.108448,2.108283,3
uniform,100,5,lkh3-baseline,3,832.983691,0.47768,0.477612,3
uniform,100,5,rand+nn,3,2145.931681,7e-05,3.9e-05,3
uniform,100,7,2opt+greed,3,1552.940099,0.000166,0.000127,3
uniform,100,7,lkh-wrapper-v20,3,797.66482,0.015939,0.015827,3
uniform,100,7,lkh-wrapper-v21,3,765.668037,2.529456,2.529295,3
uniform,100,7,lkh3-baseline,3,829.733071,0.462704,0.462642,3
uniform,100,7,rand+nn,3,2574.296103,6.8e-05,4e-05,3
uniform,200,3,2opt+greed,3,1522.353497,0.000638,0.000606,3
uniform,200,3,lkh-wrapper-v20,3,1198.428859,0.030402,0.030258,3
uniform,200,3,lkh-wrapper-v21,3,1094.688612,3.247779,3.247605,3
uniform,200,3,lkh3-baseline,3,1081.874451,0.69644,0.696373,3
uniform,200,3,rand+nn,3,2475.534799,0.000128,9.8e-05,3
uniform,200,5,2opt+greed,3,1801.511501,0.000493,0.000463,3
uniform,200,5,lkh-wrapper-v20,3,1237.969836,0.036135,0.036016,3
uniform,200,5,lkh-wrapper-v21,3,1112.64359,3.340221,3.34006,3
uniform,200,5,lkh3-baseline,3,1124.546001,0.681266,0.681187,3
uniform,200,5,rand+nn,3,3136.19387,0.000156,0.000121,3
uniform,200,7,2opt+greed,3,1937.834511,0.000462,0.000431,3
uniform,200,7,lkh-wrapper-v20,3,1192.860529,0.042952,0.042827,3
uniform,200,7,lkh-wrapper-v21,3,1104.410666,3.435551,3.435396,3
uniform,200,7,lkh3-baseline,3,1135.623923,0.601437,0.601321,3
uniform,200,7,rand+nn,3,3701.638857,0.000129,9.9e-05,3
clustered-center,100,3,2opt+greed,3,772.382385,0.000197,0.000168,3
clustered-center,100,3,lkh-wrapper-v20,3,579.042528,0.013634,0.013515,3
clustered-center,100,3,lkh-wrapper-v21,3,492.425423,2.261865,2.261665,3
clustered-center,100,3,lkh3-baseline,3,522.022964,0.532728,0.532663,3
clustered-center,100,3,rand+nn,3,1160.815749,7.5e-05,4.4e-05,3
clustered-center,100,5,2opt+greed,3,1090.054019,0.000162,0.000133,3
clustered-center,100,5,lkh-wrapper-v20,3,569.386834,0.011919,0.011796,3
clustered-center,100,5,lkh-wrapper-v21,3,525.979748,2.41746,2.417309,3
clustered-center,100,5,lkh3-baseline,3,624.806323,0.512964,0.512899,3
clustered-center,100,5,rand+nn,3,1505.453457,7.8e-05,4.3e-05,3
clustered-center,100,7,2opt+greed,3,1414.643896,0.000199,0.000169,3
clustered-center,100,7,lkh-wrapper-v20,3,637.764026,0.013211,0.013101,3
clustered-center,100,7,lkh-wrapper-v21,3,535.577764,2.06709,2.066888,3
clustered-center,100,7,lkh3-baseline,3,675.890842,0.502815,0.502754,3
clustered-center,100,7,rand+nn,3,1937.169194,9.8e-05,6.5e-05,3
clustered-center,200,3,2opt+greed,3,921.670605,0.000714,0.000669,3
clustered-center,200,3,lkh-wrapper-v20,3,787.785112,0.032499,0.032357,3
clustered-center,200,3,lkh-wrapper-v21,3,667.40449,3.598293,3.59815,3
clustered-center,200,3,lkh3-baseline,3,672.583869,0.663243,0.663193,3
clustered-center,200,3,rand+nn,3,1510.095696,0.000154,0.00012,3
clustered-center,200,5,2opt+greed,3,1130.029068,0.000445,0.000415,3
clustered-center,200,5,lkh-wrapper-v20,3,914.990898,0.055087,0.054949,3
clustered-center,200,5,lkh-wrapper-v21,3,684.067822,3.607554,3.607397,3
clustered-center,200,5,lkh3-baseline,3,725.075936,0.58803,0.587984,3
clustered-center,200,5,rand+nn,3,1990.31728,0.000132,9.5e-05,3
clustered-center,200,7,2opt+greed,3,1390.105415,0.000487,0.000447,3
clustered-center,200,7,lkh-wrapper-v20,3,753.999733,0.035668,0.035515,3
clustered-center,200,7,lkh-wrapper-v21,3,666.842235,4.931652,4.931504,3
clustered-center,200,7,lkh3-baseline,3,757.637354,0.89857,0.898508,3
clustered-center,200,7,rand+nn,3,2362.814668,0.000128,9.3e-05,3
