instance,path,node_count,salesman_count,solver,objective,time_seconds,valid,reference_solver,reference_objective,reference_time_seconds,reference_valid,objective_gap,relative_gap_percent
n200_m3_r09.txt,data\mtsp\generated\n200_m3_r09.txt,200,3,lkh-wrapper-v1,1299.0249492096743,0.050887,True,ortools-gls,1158.367649,5.001574,True,140.6573,12.142717
n200_m3_r09.txt,data\mtsp\generated\n200_m3_r09.txt,200,3,lkh-wrapper-v2,1286.2523569388422,0.040838,True,ortools-gls,1158.367649,5.001574,True,127.884708,11.040079
n200_m3_r10.txt,data\mtsp\generated\n200_m3_r10.txt,200,3,lkh-wrapper-v1,1265.9852200995756,0.049945,True,ortools-gls,1176.908734,5.001316,True,89.076486,7.568683
n200_m3_r10.txt,data\mtsp\generated\n200_m3_r10.txt,200,3,lkh-wrapper-v2,1189.4570354770728,0.027409,True,ortools-gls,1176.908734,5.001316,True,12.548301,1.066209
n200_m5_r01.txt,data\mtsp\generated\n200_m5_r01.txt,200,5,lkh-wrapper-v1,1481.4655504147115,0.090059,True,ortools-gls,1176.841448,5.001282,True,304.624102,25.884889
n200_m5_r01.txt,data\mtsp\generated\n200_m5_r01.txt,200,5,lkh-wrapper-v2,1302.2273473016176,0.045123,True,ortools-gls,1176.841448,5.001282,True,125.385899,10.654443
n200_m5_r02.txt,data\mtsp\generated\n200_m5_r02.txt,200,5,lkh-wrapper-v1,1528.7671271142472,0.044794,True,ortools-gls,1158.997195,5.000397,True,369.769932,31.904299
n200_m5_r02.txt,data\mtsp\generated\n200_m5_r02.txt,200,5,lkh-wrapper-v2,1279.7939080803858,0.046608,True,ortools-gls,1158.997195,5.000397,True,120.796713,10.42252
n200_m5_r03.txt,data\mtsp\generated\n200_m5_r03.txt,200,5,lkh-wrapper-v1,1500.8788452849878,0.051714,True,ortools-gls,1162.933523,5.00079,True,337.945322,29.059728
n200_m5_r03.txt,data\mtsp\generated\n200_m5_r03.txt,200,5,lkh-wrapper-v2,1377.5441349214059,0.03345,True,ortools-gls,1162.933523,5.00079,True,214.610612,18.454246
n200_m5_r04.txt,data\mtsp\generated\n200_m5_r04.txt,200,5,lkh-wrapper-v1,1440.7732616504227,0.082406,True,ortools-gls,1124.680357,5.00182,True,316.092905,28.105133
n200_m5_r04.txt,data\mtsp\generated\n200_m5_r04.txt,200,5,lkh-wrapper-v2,1329.96007184246,0.039748,True,ortools-gls,1124.680357,5.00182,True,205.279715,18.252272
n200_m5_r05.txt,data\mtsp\generated\n200_m5_r05.txt,200,5,lkh-wrapper-v1,1730.8427992469415,0.070162,True,ortools-gls,1129.378684,5.001238,True,601.464115,53.256195
n200_m5_r05.txt,data\mtsp\generated\n200_m5_r05.txt,200,5,lkh-wrapper-v2,1272.4752870445018,0.03545,True,ortools-gls,1129.378684,5.001238,True,143.096603,12.670383
n200_m5_r06.txt,data\mtsp\generated\n200_m5_r06.txt,200,5,lkh-wrapper-v1,1564.6059230392118,0.106939,True,ortools-gls,1174.350183,5.000123,True,390.25574,33.231633
n200_m5_r06.txt,data\mtsp\generated\n200_m5_r06.txt,200,5,lkh-wrapper-v2,1313.7087950492323,0.026181,True,ortools-gls,1174.350183,5.000123,True,139.358612,11.86687
n200_m5_r07.txt,data\mtsp\generated\n200_m5_r07.txt,200,5,lkh-wrapper-v1,1700.917151259677,0.061143,True,ortools-gls,1185.824322,5.000474,True,515.092829,43.437533
n200_m5_r07.txt,data\mtsp\generated\n200_m5_r07.txt,200,5,lkh-wrapper-v2,1372.3414632652805,0.039541,True,ortools-gls,1185.824322,5.000474,True,186.517141,15.728902
n200_m5_r08.txt,data\mtsp\generated\n200_m5_r08.txt,200,5,lkh-wrapper-v1,1607.0286371300624,0.06519,True,ortools-gls,1149.562699,5.001651,True,457.465938,39.794779
n200_m5_r08.txt,data\mtsp\generated\n200_m5_r08.txt,200,5,lkh-wrapper-v2,1322.179148175498,0.028846,True,ortools-gls,1149.562699,5.001651,True,172.616449,15.015836
n200_m5_r09.txt,data\mtsp\generated\n200_m5_r09.txt,200,5,lkh-wrapper-v1,1420.0283855661617,0.067984,True,ortools-gls,1139.130998,5.000553,True,280.897388,24.658919
n200_m5_r09.txt,data\mtsp\generated\n200_m5_r09.txt,200,5,lkh-wrapper-v2,1285.8697331617022,0.065924,True,ortools-gls,1139.130998,5.000553,True,146.738735,12.881638
