instance_family,node_count,salesman_count,solver,runs,valid_runs,best_baseline_valid_runs,avg_objective,avg_time_seconds,avg_best_baseline_objective,avg_best_baseline_time_seconds,avg_objective_gap,avg_relative_gap_percent,better_than_best_baseline_runs
outliers,20,3,2opt+greed,1,1,1,70.063848,2.4e-05,39.730715,5.000884,30.333133,76.346809,0
outliers,20,3,lkh-wrapper-v2,1,1,1,47.434064,0.000285,39.730715,5.000884,7.703349,19.388901,0
outliers,20,3,lkh-wrapper-v3,1,1,1,47.434064,0.000269,39.730715,5.000884,7.703349,19.388901,0
outliers,20,3,rand+nn,1,1,1,93.634037,3.5e-05,39.730715,5.000884,53.903322,135.671664,0
outliers,20,5,2opt+greed,1,1,1,100.333217,3.1e-05,42.426809,5.000094,57.906408,136.485419,0
outliers,20,5,lkh-wrapper-v2,1,1,1,56.350979,0.000692,42.426809,5.000094,13.92417,32.819272,0
outliers,20,5,lkh-wrapper-v3,1,1,1,63.896416,0.000525,42.426809,5.000094,21.469607,50.603869,0
outliers,20,5,rand+nn,1,1,1,129.345412,2.2e-05,42.426809,5.000094,86.918603,204.86717,0
outliers,50,2,2opt+greed,1,1,1,147.437677,5.5e-05,128.758543,5.001006,18.679134,14.507103,0
outliers,50,2,lkh-wrapper-v2,1,1,1,150.219013,0.001754,128.758543,5.001006,21.46047,16.66722,0
outliers,50,2,lkh-wrapper-v3,1,1,1,151.157532,0.001591,128.758543,5.001006,22.398989,17.396119,0
outliers,50,2,rand+nn,1,1,1,212.90777,3.5e-05,128.758543,5.001006,84.149227,65.354286,0
outliers,50,3,2opt+greed,1,1,1,205.045313,5.3e-05,125.643977,5.000849,79.401336,63.195497,0
outliers,50,3,lkh-wrapper-v2,1,1,1,152.35931,0.001685,125.643977,5.000849,26.715333,21.262725,0
outliers,50,3,lkh-wrapper-v3,1,1,1,153.145088,0.001627,125.643977,5.000849,27.501111,21.888125,0
outliers,50,3,rand+nn,1,1,1,297.06253,3.1e-05,125.643977,5.000849,171.418553,136.43197,0
outliers,50,5,2opt+greed,1,1,1,307.224874,4.3e-05,118.857456,5.000894,188.367418,158.481785,0
outliers,50,5,lkh-wrapper-v2,1,1,1,148.198835,0.002696,118.857456,5.000894,29.341379,24.686191,0
outliers,50,5,lkh-wrapper-v3,1,1,1,144.103889,0.001342,118.857456,5.000894,25.246433,21.240933,0
outliers,50,5,rand+nn,1,1,1,443.197463,3.3e-05,118.857456,5.000894,324.340007,272.881498,0
outliers,100,2,2opt+greed,1,1,1,409.547369,0.000176,311.797562,5.000614,97.749807,31.350408,0
outliers,100,2,lkh-wrapper-v2,1,1,1,344.136105,0.019219,311.797562,5.000614,32.338543,10.371647,0
outliers,100,2,lkh-wrapper-v3,1,1,1,344.564202,0.019293,311.797562,5.000614,32.76664,10.508947,0
outliers,100,2,rand+nn,1,1,1,516.011217,4.4e-05,311.797562,5.000614,204.213655,65.495591,0
outliers,100,3,2opt+greed,1,1,1,588.205475,0.000133,337.397732,5.000973,250.807743,74.33593,0
outliers,100,3,lkh-wrapper-v2,1,1,1,381.565758,0.006056,337.397732,5.000973,44.168026,13.090789,0
outliers,100,3,lkh-wrapper-v3,1,1,1,382.784485,0.005485,337.397732,5.000973,45.386753,13.452003,0
outliers,100,3,rand+nn,1,1,1,732.924752,4.7e-05,337.397732,5.000973,395.52702,117.228713,0
outliers,100,5,2opt+greed,1,1,1,579.710233,0.000142,291.572236,5.001307,288.137997,98.822165,0
outliers,100,5,lkh-wrapper-v2,1,1,1,375.202466,0.009944,291.572236,5.001307,83.63023,28.682508,0
outliers,100,5,lkh-wrapper-v3,1,1,1,376.230753,0.006329,291.572236,5.001307,84.658517,29.035178,0
outliers,100,5,rand+nn,1,1,1,871.757932,5.3e-05,291.572236,5.001307,580.185696,198.985234,0
outliers,200,2,2opt+greed,1,1,1,832.958638,0.000859,703.807369,5.000986,129.151269,18.350372,0
outliers,200,2,lkh-wrapper-v2,1,1,1,688.517406,0.049703,703.807369,5.000986,-15.289963,-2.172464,1
outliers,200,2,lkh-wrapper-v3,1,1,1,690.340588,0.046413,703.807369,5.000986,-13.466781,-1.913419,1
outliers,200,2,rand+nn,1,1,1,1134.12252,8.8e-05,703.807369,5.000986,430.315151,61.141041,0
outliers,200,3,2opt+greed,1,1,1,988.124395,0.000613,703.734285,5.000817,284.39011,40.411575,0
outliers,200,3,lkh-wrapper-v2,1,1,1,777.79355,0.031145,703.734285,5.000817,74.059265,10.523754,0
outliers,200,3,lkh-wrapper-v3,1,1,1,786.97613,0.015177,703.734285,5.000817,83.241845,11.82859,0
outliers,200,3,rand+nn,1,1,1,1640.377685,9.4e-05,703.734285,5.000817,936.6434,133.096173,0
outliers,200,5,2opt+greed,1,1,1,960.529527,0.000386,683.154824,5.000387,277.374703,40.602027,0
outliers,200,5,lkh-wrapper-v2,1,1,1,775.404178,0.029409,683.154824,5.000387,92.249354,13.503433,0
outliers,200,5,lkh-wrapper-v3,1,1,1,778.639681,0.015332,683.154824,5.000387,95.484857,13.977045,0
outliers,200,5,rand+nn,1,1,1,1816.706304,8e-05,683.154824,5.000387,1133.55148,165.928929,0
outliers,500,2,2opt+greed,1,1,1,2849.962334,0.004047,2446.492576,0.275138,403.469758,16.491763,0
outliers,500,2,lkh-wrapper-v2,1,1,1,2627.613926,0.631995,2446.492576,0.275138,181.12135,7.403307,0
outliers,500,2,lkh-wrapper-v3,1,1,1,2605.606782,0.835974,2446.492576,0.275138,159.114206,6.503768,0
outliers,500,2,rand+nn,1,1,1,4251.056821,0.000322,2446.492576,0.275138,1804.564245,73.76128,0
outliers,500,3,2opt+greed,1,1,1,3016.514751,0.002605,2489.124676,0.283556,527.390075,21.187773,0
outliers,500,3,lkh-wrapper-v2,1,1,1,2410.190135,0.685381,2489.124676,0.283556,-78.934541,-3.171177,1
outliers,500,3,lkh-wrapper-v3,1,1,1,2497.445736,0.166614,2489.124676,0.283556,8.32106,0.334297,0
outliers,500,3,rand+nn,1,1,1,5050.941529,0.0003,2489.124676,0.283556,2561.816853,102.920391,0
outliers,500,5,2opt+greed,1,1,1,4268.532007,0.002003,2650.033172,5.002012,1618.498835,61.074663,0
outliers,500,5,lkh-wrapper-v2,1,1,1,2843.224081,0.716507,2650.033172,5.002012,193.190909,7.290132,0
outliers,500,5,lkh-wrapper-v3,1,1,1,2982.625769,0.108574,2650.033172,5.002012,332.592597,12.550507,0
outliers,500,5,rand+nn,1,1,1,7682.127763,0.000471,2650.033172,5.002012,5032.094591,189.887985,0
outliers,1000,3,2opt+greed,1,1,1,9160.401418,0.016724,6079.836206,1.163558,3080.565212,50.668556,0
outliers,1000,3,lkh-wrapper-v2,1,1,1,6157.225233,5.65625,6079.836206,1.163558,77.389027,1.27288,0
outliers,1000,3,lkh-wrapper-v3,1,1,1,6219.902303,1.125027,6079.836206,1.163558,140.066097,2.303781,0
outliers,1000,3,rand+nn,1,1,1,13042.030767,0.001,6079.836206,1.163558,6962.194561,114.512864,0
outliers,1000,5,2opt+greed,1,1,1,10174.342415,0.01207,7414.94928,1.041065,2759.393135,37.213918,0
outliers,1000,5,lkh-wrapper-v2,1,1,1,7615.128241,5.346805,7414.94928,1.041065,200.178961,2.699667,0
outliers,1000,5,lkh-wrapper-v3,1,1,1,7550.050132,0.386681,7414.94928,1.041065,135.100852,1.822006,0
outliers,1000,5,rand+nn,1,1,1,21576.702088,0.001086,7414.94928,1.041065,14161.752808,190.989207,0
outliers,1000,7,2opt+greed,1,1,1,11771.828854,0.008413,6570.992205,1.205448,5200.836649,79.148422,0
outliers,1000,7,lkh-wrapper-v2,1,1,1,6264.929195,8.413867,6570.992205,1.205448,-306.06301,-4.65779,1
outliers,1000,7,lkh-wrapper-v3,1,1,1,6881.546723,1.12048,6570.992205,1.205448,310.554518,4.726143,0
outliers,1000,7,rand+nn,1,1,1,22195.598506,0.000845,6570.992205,1.205448,15624.606301,237.781538,0
mixed,20,2,2opt+greed,1,1,1,53.150051,2.8e-05,43.98713,5.000823,9.162921,20.830913,0
mixed,20,2,lkh-wrapper-v2,1,1,1,49.017757,0.000388,43.98713,5.000823,5.030627,11.436588,0
mixed,20,2,lkh-wrapper-v3,1,1,1,49.017757,0.000353,43.98713,5.000823,5.030627,11.436588,0
mixed,20,2,rand+nn,1,1,1,80.587943,2.1e-05,43.98713,5.000823,36.600813,83.208004,0
mixed,20,3,2opt+greed,1,1,1,76.967857,2.4e-05,43.353076,5.000106,33.614781,77.537246,0
mixed,20,3,lkh-wrapper-v2,1,1,1,56.845812,0.000399,43.353076,5.000106,13.492736,31.122903,0
mixed,20,3,lkh-wrapper-v3,1,1,1,56.845812,0.000334,43.353076,5.000106,13.492736,31.122903,0
mixed,20,3,rand+nn,1,1,1,101.604987,2.4e-05,43.353076,5.000106,58.251911,134.36627,0
mixed,20,5,2opt+greed,1,1,1,83.831465,2.2e-05,46.894674,4.99994,36.936791,78.765429,0
mixed,20,5,lkh-wrapper-v2,1,1,1,64.080185,0.000379,46.894674,4.99994,17.185511,36.647042,0
mixed,20,5,lkh-wrapper-v3,1,1,1,64.080185,0.000337,46.894674,4.99994,17.185511,36.647042,0
mixed,20,5,rand+nn,1,1,1,113.972726,2.1e-05,46.894674,4.99994,67.078052,143.039809,0
mixed,50,2,2opt+greed,1,1,1,202.842932,5.8e-05,122.181746,5.001038,80.661186,66.017379,0
mixed,50,2,lkh-wrapper-v2,1,1,1,144.263839,0.001843,122.181746,5.001038,22.082093,18.073152,0
mixed,50,2,lkh-wrapper-v3,1,1,1,144.773659,0.001527,122.181746,5.001038,22.591913,18.490416,0
mixed,50,2,rand+nn,1,1,1,215.582846,3.4e-05,122.181746,5.001038,93.4011,76.444398,0
mixed,50,3,2opt+greed,1,1,1,248.076779,4.6e-05,121.269654,5.001151,126.807125,104.566246,0
mixed,50,3,lkh-wrapper-v2,1,1,1,148.830184,0.002327,121.269654,5.001151,27.56053,22.72665,0
mixed,50,3,lkh-wrapper-v3,1,1,1,148.061604,0.001346,121.269654,5.001151,26.79195,22.092872,0
mixed,50,3,rand+nn,1,1,1,278.315266,3.2e-05,121.269654,5.001151,157.045612,129.501163,0
mixed,50,5,2opt+greed,1,1,1,288.392511,5.7e-05,119.507768,5.000917,168.884743,141.316959,0
mixed,50,5,lkh-wrapper-v2,1,1,1,156.981465,0.00185,119.507768,5.000917,37.473697,31.356704,0
mixed,50,5,lkh-wrapper-v3,1,1,1,156.981465,0.00151,119.507768,5.000917,37.473697,31.356704,0
mixed,50,5,rand+nn,1,1,1,436.671215,4.3e-05,119.507768,5.000917,317.163447,265.391491,0
mixed,100,2,2opt+greed,1,1,1,428.337788,0.000129,294.80155,5.000455,133.536238,45.296993,0
mixed,100,2,lkh-wrapper-v2,1,1,1,355.110156,0.013961,294.80155,5.000455,60.308606,20.457357,0
mixed,100,2,lkh-wrapper-v3,1,1,1,331.18917,0.007037,294.80155,5.000455,36.38762,12.34309,0
mixed,100,2,rand+nn,1,1,1,505.110656,4.5e-05,294.80155,5.000455,210.309106,71.339213,0
mixed,100,3,2opt+greed,1,1,1,448.437608,0.000139,298.639469,5.000814,149.798139,50.160195,0
mixed,100,3,lkh-wrapper-v2,1,1,1,343.240933,0.011425,298.639469,5.000814,44.601464,14.934886,0
mixed,100,3,lkh-wrapper-v3,1,1,1,347.759125,0.004556,298.639469,5.000814,49.119656,16.447811,0
mixed,100,3,rand+nn,1,1,1,691.67947,5.6e-05,298.639469,5.000814,393.040001,131.6102,0
mixed,100,5,2opt+greed,1,1,1,534.171614,0.000134,295.744801,5.000202,238.426813,80.619105,0
mixed,100,5,lkh-wrapper-v2,1,1,1,364.88925,0.01475,295.744801,5.000202,69.144449,23.379768,0
mixed,100,5,lkh-wrapper-v3,1,1,1,366.897813,0.013693,295.744801,5.000202,71.153012,24.058922,0
mixed,100,5,rand+nn,1,1,1,849.479542,4.5e-05,295.744801,5.000202,553.734741,187.233973,0
mixed,200,2,2opt+greed,1,1,1,940.150502,0.000636,748.347468,0.160449,191.803034,25.630211,0
mixed,200,2,lkh-wrapper-v2,1,1,1,804.444736,0.020724,748.347468,0.160449,56.097268,7.496153,0
mixed,200,2,lkh-wrapper-v3,1,1,1,830.376435,0.017788,748.347468,0.160449,82.028967,10.961348,0
mixed,200,2,rand+nn,1,1,1,1322.13367,8.7e-05,748.347468,0.160449,573.786202,76.673768,0
mixed,200,3,2opt+greed,1,1,1,913.878586,0.000388,680.700528,5.000596,233.178058,34.255601,0
mixed,200,3,lkh-wrapper-v2,1,1,1,769.94199,0.050741,680.700528,5.000596,89.241462,13.110238,0
mixed,200,3,lkh-wrapper-v3,1,1,1,778.991878,0.018602,680.700528,5.000596,98.29135,14.439735,0
mixed,200,3,rand+nn,1,1,1,1667.129751,8.6e-05,680.700528,5.000596,986.429223,144.913833,0
mixed,200,5,2opt+greed,1,1,1,1119.452321,0.000393,657.216788,5.001897,462.235533,70.332277,0
mixed,200,5,lkh-wrapper-v2,1,1,1,855.015287,0.047163,657.216788,5.001897,197.798499,30.096386,0
mixed,200,5,lkh-wrapper-v3,1,1,1,851.336957,0.020572,657.216788,5.001897,194.120169,29.536703,0
mixed,200,5,rand+nn,1,1,1,2095.761323,7.7e-05,657.216788,5.001897,1438.544535,218.884326,0
mixed,500,2,2opt+greed,1,1,1,3153.984002,0.003033,2688.46639,0.252892,465.517612,17.315359,0
mixed,500,2,lkh-wrapper-v2,1,1,1,2723.213606,0.225904,2688.46639,0.252892,34.747216,1.292455,0
mixed,500,2,lkh-wrapper-v3,1,1,1,2737.210796,0.21098,2688.46639,0.252892,48.744406,1.813093,0
mixed,500,2,rand+nn,1,1,1,4536.716054,0.000301,2688.46639,0.252892,1848.249664,68.74736,0
mixed,500,3,2opt+greed,1,1,1,2501.834712,0.002259,2262.520664,0.321882,239.314048,10.57732,0
mixed,500,3,lkh-wrapper-v2,1,1,1,2334.983214,0.68065,2262.520664,0.321882,72.46255,3.202735,0
mixed,500,3,lkh-wrapper-v3,1,1,1,2365.335967,0.125792,2262.520664,0.321882,102.815303,4.544281,0
mixed,500,3,rand+nn,1,1,1,5014.609261,0.000261,2262.520664,0.321882,2752.088597,121.638164,0
mixed,500,5,2opt+greed,1,1,1,3637.60563,0.001797,2339.268774,0.287486,1298.336856,55.501825,0
mixed,500,5,lkh-wrapper-v2,1,1,1,2449.305105,0.348036,2339.268774,0.287486,110.036331,4.703877,0
mixed,500,5,lkh-wrapper-v3,1,1,1,2717.622345,0.091957,2339.268774,0.287486,378.353571,16.17401,0
mixed,500,5,rand+nn,1,1,1,6113.616769,0.000265,2339.268774,0.287486,3774.347995,161.347342,0
mixed,1000,3,2opt+greed,1,1,1,6959.53512,0.014238,6410.216406,1.571695,549.318714,8.569425,0
mixed,1000,3,lkh-wrapper-v2,1,1,1,6577.680204,8.72764,6410.216406,1.571695,167.463798,2.612452,0
mixed,1000,3,lkh-wrapper-v3,1,1,1,6811.984385,0.662613,6410.216406,1.571695,401.767979,6.26762,0
mixed,1000,3,rand+nn,1,1,1,13457.533581,0.002347,6410.216406,1.571695,7047.317175,109.938834,0
mixed,1000,5,2opt+greed,1,1,1,9047.291038,0.00828,7083.128917,1.059956,1964.162121,27.730148,0
mixed,1000,5,lkh-wrapper-v2,1,1,1,7353.367482,8.298246,7083.128917,1.059956,270.238565,3.815243,0
mixed,1000,5,lkh-wrapper-v3,1,1,1,7443.722548,0.462535,7083.128917,1.059956,360.593631,5.090881,0
mixed,1000,5,rand+nn,1,1,1,19854.800932,0.00088,7083.128917,1.059956,12771.672015,180.311161,0
mixed,1000,7,2opt+greed,1,1,1,12042.166974,0.011125,7083.552788,1.418884,4958.614186,70.001796,0
mixed,1000,7,lkh-wrapper-v2,1,1,1,7285.841514,12.170232,7083.552788,1.418884,202.288726,2.855752,0
mixed,1000,7,lkh-wrapper-v3,1,1,1,7651.941065,2.895788,7083.552788,1.418884,568.388277,8.024056,0
mixed,1000,7,rand+nn,1,1,1,23727.246992,0.001115,7083.552788,1.418884,16643.694204,234.962521,0
high-m-stress,20,2,2opt+greed,1,1,1,58.75819,2.3e-05,38.770922,5.000913,19.987268,51.552212,0
high-m-stress,20,2,lkh-wrapper-v2,1,1,1,53.663231,0.000561,38.770922,5.000913,14.892309,38.411026,0
high-m-stress,20,2,lkh-wrapper-v3,1,1,1,53.663231,0.000361,38.770922,5.000913,14.892309,38.411026,0
high-m-stress,20,2,rand+nn,1,1,1,73.545962,2e-05,38.770922,5.000913,34.77504,89.693611,0
high-m-stress,20,3,2opt+greed,1,1,1,84.181462,2.4e-05,40.928378,5.000537,43.253084,105.679937,0
high-m-stress,20,3,lkh-wrapper-v2,1,1,1,55.635805,0.000627,40.928378,5.000537,14.707427,35.934546,0
high-m-stress,20,3,lkh-wrapper-v3,1,1,1,55.635805,0.000405,40.928378,5.000537,14.707427,35.934546,0
high-m-stress,20,3,rand+nn,1,1,1,94.375576,2.2e-05,40.928378,5.000537,53.447198,130.587139,0
high-m-stress,20,5,2opt+greed,1,1,1,129.432435,3.1e-05,42.757026,5.000463,86.675409,202.716178,0
high-m-stress,20,5,lkh-wrapper-v2,1,1,1,57.414282,0.000485,42.757026,5.000463,14.657256,34.280345,0
high-m-stress,20,5,lkh-wrapper-v3,1,1,1,57.414282,0.000428,42.757026,5.000463,14.657256,34.280345,0
high-m-stress,20,5,rand+nn,1,1,1,130.456348,2.3e-05,42.757026,5.000463,87.699322,205.110903,0
high-m-stress,50,2,2opt+greed,1,1,1,166.050404,5.7e-05,115.712851,4.999885,50.337553,43.502128,0
high-m-stress,50,2,lkh-wrapper-v2,1,1,1,124.498505,0.003198,115.712851,4.999885,8.785654,7.592635,0
high-m-stress,50,2,lkh-wrapper-v3,1,1,1,124.793283,0.001316,115.712851,4.999885,9.080432,7.847384,0
high-m-stress,50,2,rand+nn,1,1,1,203.49768,3.2e-05,115.712851,4.999885,87.784829,75.864373,0
high-m-stress,50,3,2opt+greed,1,1,1,193.371045,4.5e-05,103.399663,5.000191,89.971382,87.013226,0
high-m-stress,50,3,lkh-wrapper-v2,1,1,1,122.335912,0.001802,103.399663,5.000191,18.936249,18.313647,0
high-m-stress,50,3,lkh-wrapper-v3,1,1,1,122.335912,0.001853,103.399663,5.000191,18.936249,18.313647,0
high-m-stress,50,3,rand+nn,1,1,1,257.400134,3.8e-05,103.399663,5.000191,154.000471,148.937111,0
high-m-stress,50,5,2opt+greed,1,1,1,470.115895,4.4e-05,127.99682,5.000749,342.119075,267.287168,0
high-m-stress,50,5,lkh-wrapper-v2,1,1,1,166.716658,0.002293,127.99682,5.000749,38.719838,30.250625,0
high-m-stress,50,5,lkh-wrapper-v3,1,1,1,166.716658,0.002365,127.99682,5.000749,38.719838,30.250625,0
high-m-stress,50,5,rand+nn,1,1,1,515.678295,2.9e-05,127.99682,5.000749,387.681475,302.883677,0
high-m-stress,100,2,2opt+greed,1,1,1,354.336358,0.000193,244.322844,0.049191,110.013514,45.027928,0
high-m-stress,100,2,lkh-wrapper-v2,1,1,1,260.581445,0.004735,244.322844,0.049191,16.258601,6.654556,0
high-m-stress,100,2,lkh-wrapper-v3,1,1,1,257.859257,0.006034,244.322844,0.049191,13.536413,5.54038,0
high-m-stress,100,2,rand+nn,1,1,1,415.010276,4.6e-05,244.322844,0.049191,170.687432,69.86143,0
high-m-stress,100,3,2opt+greed,1,1,1,380.650044,0.000137,245.799506,5.000441,134.850538,54.862005,0
high-m-stress,100,3,lkh-wrapper-v2,1,1,1,273.629503,0.023719,245.799506,5.000441,27.829997,11.322235,0
high-m-stress,100,3,lkh-wrapper-v3,1,1,1,289.269668,0.006779,245.799506,5.000441,43.470162,17.685211,0
high-m-stress,100,3,rand+nn,1,1,1,586.014189,4.8e-05,245.799506,5.000441,340.214683,138.411459,0
high-m-stress,100,5,2opt+greed,1,1,1,576.0599,0.000118,292.367567,5.000938,283.692333,97.032765,0
high-m-stress,100,5,lkh-wrapper-v2,1,1,1,328.755038,0.008724,292.367567,5.000938,36.387471,12.445796,0
high-m-stress,100,5,lkh-wrapper-v3,1,1,1,342.820846,0.004895,292.367567,5.000938,50.453279,17.256798,0
high-m-stress,100,5,rand+nn,1,1,1,991.575357,4.2e-05,292.367567,5.000938,699.20779,239.153678,0
high-m-stress,200,2,2opt+greed,1,1,1,802.727477,0.000509,624.649979,0.159079,178.077498,28.508365,0
high-m-stress,200,2,lkh-wrapper-v2,1,1,1,648.23706,0.024636,624.649979,0.159079,23.587081,3.776048,0
high-m-stress,200,2,lkh-wrapper-v3,1,1,1,643.576837,0.021268,624.649979,0.159079,18.926858,3.029994,0
high-m-stress,200,2,rand+nn,1,1,1,1102.794637,9e-05,624.649979,0.159079,478.144658,76.546014,0
high-m-stress,200,3,2opt+greed,1,1,1,958.583741,0.000489,636.655704,0.164155,321.928037,50.565484,0
high-m-stress,200,3,lkh-wrapper-v2,1,1,1,667.688172,0.025645,636.655704,0.164155,31.032468,4.874294,0
high-m-stress,200,3,lkh-wrapper-v3,1,1,1,656.793286,0.017103,636.655704,0.164155,20.137582,3.163025,0
high-m-stress,200,3,rand+nn,1,1,1,1186.35182,8.1e-05,636.655704,0.164155,549.696116,86.341191,0
high-m-stress,200,5,2opt+greed,1,1,1,1167.997908,0.000458,614.370196,5.002155,553.627712,90.113048,0
high-m-stress,200,5,lkh-wrapper-v2,1,1,1,709.715607,0.053156,614.370196,5.002155,95.345411,15.519212,0
high-m-stress,200,5,lkh-wrapper-v3,1,1,1,757.291785,0.024156,614.370196,5.002155,142.921589,23.263106,0
high-m-stress,200,5,rand+nn,1,1,1,1905.641089,7.3e-05,614.370196,5.002155,1291.270893,210.177984,0
high-m-stress,500,2,2opt+greed,1,1,1,2436.42337,0.005931,2041.864749,0.402143,394.558621,19.323445,0
high-m-stress,500,2,lkh-wrapper-v2,1,1,1,2094.264539,0.583549,2041.864749,0.402143,52.39979,2.566271,0
high-m-stress,500,2,lkh-wrapper-v3,1,1,1,2468.939369,0.481574,2041.864749,0.402143,427.07462,20.915911,0
high-m-stress,500,2,rand+nn,1,1,1,3647.007574,0.000308,2041.864749,0.402143,1605.142825,78.611614,0
high-m-stress,500,3,2opt+greed,1,1,1,2801.241819,0.002747,2260.759745,0.249505,540.482074,23.907099,0
high-m-stress,500,3,lkh-wrapper-v2,1,1,1,2340.198558,0.64174,2260.759745,0.249505,79.438813,3.51381,0
high-m-stress,500,3,lkh-wrapper-v3,1,1,1,2341.721339,0.224604,2260.759745,0.249505,80.961594,3.581168,0
high-m-stress,500,3,rand+nn,1,1,1,4873.286528,0.000259,2260.759745,0.249505,2612.526783,115.559682,0
high-m-stress,500,5,2opt+greed,1,1,1,3050.973887,0.002281,2298.511024,0.296072,752.462863,32.73697,0
high-m-stress,500,5,lkh-wrapper-v2,1,1,1,2586.276064,1.586712,2298.511024,0.296072,287.76504,12.519628,0
high-m-stress,500,5,lkh-wrapper-v3,1,1,1,2601.9635,0.519333,2298.511024,0.296072,303.452476,13.202133,0
high-m-stress,500,5,rand+nn,1,1,1,6872.010539,0.000223,2298.511024,0.296072,4573.499515,198.976619,0
high-m-stress,1000,3,2opt+greed,1,1,1,6932.807166,0.018936,5432.318717,1.404259,1500.488449,27.62151,0
high-m-stress,1000,3,lkh-wrapper-v2,1,1,1,6122.32691,12.449084,5432.318717,1.404259,690.008193,12.701909,0
high-m-stress,1000,3,lkh-wrapper-v3,1,1,1,6054.015376,5.251912,5432.318717,1.404259,621.696659,11.444407,0
high-m-stress,1000,3,rand+nn,1,1,1,11924.935888,0.003501,5432.318717,1.404259,6492.617171,119.51834,0
high-m-stress,1000,5,2opt+greed,1,1,1,9805.833694,0.012637,6360.087407,1.287928,3445.746287,54.177656,0
high-m-stress,1000,5,lkh-wrapper-v2,1,1,1,6417.445365,3.175733,6360.087407,1.287928,57.357958,0.901842,0
high-m-stress,1000,5,lkh-wrapper-v3,1,1,1,6567.890434,1.080262,6360.087407,1.287928,207.803027,3.267298,0
high-m-stress,1000,5,rand+nn,1,1,1,18795.18534,0.00155,6360.087407,1.287928,12435.097933,195.517721,0
high-m-stress,1000,7,2opt+greed,1,1,1,9072.132756,0.007608,6204.469888,1.219815,2867.662868,46.219305,0
high-m-stress,1000,7,lkh-wrapper-v2,1,1,1,7929.797571,14.68472,6204.469888,1.219815,1725.327683,27.807818,0
high-m-stress,1000,7,lkh-wrapper-v3,1,1,1,7683.69601,3.502904,6204.469888,1.219815,1479.226122,23.841297,0
high-m-stress,1000,7,rand+nn,1,1,1,22654.978971,0.000847,6204.469888,1.219815,16450.509083,265.139639,0
