instance_family,instance,path,node_count,salesman_count,solver,objective,time_seconds,valid,best_baseline_solver,best_baseline_objective,best_baseline_time_seconds,best_baseline_valid,best_baseline_status,objective_gap,relative_gap_percent
mixed,mixed_n1000_m3_r01.txt,data\mtsp\generated_multifamily\mixed_n1000_m3_r01.txt,1000,3,lkh-wrapper-v2,6577.680203926255,8.72764,True,tsp-transform-lkh,6410.216406,1.571695,True,ok,167.463798,2.612452
mixed,mixed_n1000_m3_r01.txt,data\mtsp\generated_multifamily\mixed_n1000_m3_r01.txt,1000,3,lkh-wrapper-v3,6811.9843851894775,0.662613,True,tsp-transform-lkh,6410.216406,1.571695,True,ok,401.767979,6.26762
mixed,mixed_n1000_m5_r01.txt,data\mtsp\generated_multifamily\mixed_n1000_m5_r01.txt,1000,5,rand+nn,19854.80093190651,0.00088,True,tsp-transform-lkh,7083.128917,1.059956,True,ok,12771.672015,180.311161
mixed,mixed_n1000_m5_r01.txt,data\mtsp\generated_multifamily\mixed_n1000_m5_r01.txt,1000,5,2opt+greed,9047.291038327303,0.00828,True,tsp-transform-lkh,7083.128917,1.059956,True,ok,1964.162121,27.730148
mixed,mixed_n1000_m5_r01.txt,data\mtsp\generated_multifamily\mixed_n1000_m5_r01.txt,1000,5,lkh-wrapper-v2,7353.367481987809,8.298246,True,tsp-transform-lkh,7083.128917,1.059956,True,ok,270.238565,3.815243
mixed,mixed_n1000_m5_r01.txt,data\mtsp\generated_multifamily\mixed_n1000_m5_r01.txt,1000,5,lkh-wrapper-v3,7443.722548047688,0.462535,True,tsp-transform-lkh,7083.128917,1.059956,True,ok,360.593631,5.090881
mixed,mixed_n1000_m7_r01.txt,data\mtsp\generated_multifamily\mixed_n1000_m7_r01.txt,1000,7,rand+nn,23727.246991676217,0.001115,True,tsp-transform-lkh,7083.552788,1.418884,True,ok,16643.694204,234.962521
mixed,mixed_n1000_m7_r01.txt,data\mtsp\generated_multifamily\mixed_n1000_m7_r01.txt,1000,7,2opt+greed,12042.166973614341,0.011125,True,tsp-transform-lkh,7083.552788,1.418884,True,ok,4958.614186,70.001796
mixed,mixed_n1000_m7_r01.txt,data\mtsp\generated_multifamily\mixed_n1000_m7_r01.txt,1000,7,lkh-wrapper-v2,7285.841514438167,12.170232,True,tsp-transform-lkh,7083.552788,1.418884,True,ok,202.288726,2.855752
mixed,mixed_n1000_m7_r01.txt,data\mtsp\generated_multifamily\mixed_n1000_m7_r01.txt,1000,7,lkh-wrapper-v3,7651.941065083603,2.895788,True,tsp-transform-lkh,7083.552788,1.418884,True,ok,568.388277,8.024056
mixed,mixed_n100_m2_r01.txt,data\mtsp\generated_multifamily\mixed_n100_m2_r01.txt,100,2,rand+nn,505.1106555125375,4.5e-05,True,ortools-gls,294.80155,5.000455,True,ok,210.309106,71.339213
mixed,mixed_n100_m2_r01.txt,data\mtsp\generated_multifamily\mixed_n100_m2_r01.txt,100,2,2opt+greed,428.3377879916834,0.000129,True,ortools-gls,294.80155,5.000455,True,ok,133.536238,45.296993
mixed,mixed_n100_m2_r01.txt,data\mtsp\generated_multifamily\mixed_n100_m2_r01.txt,100,2,lkh-wrapper-v2,355.110156023679,0.013961,True,ortools-gls,294.80155,5.000455,True,ok,60.308606,20.457357
mixed,mixed_n100_m2_r01.txt,data\mtsp\generated_multifamily\mixed_n100_m2_r01.txt,100,2,lkh-wrapper-v3,331.18917036293334,0.007037,True,ortools-gls,294.80155,5.000455,True,ok,36.38762,12.34309
mixed,mixed_n100_m3_r01.txt,data\mtsp\generated_multifamily\mixed_n100_m3_r01.txt,100,3,rand+nn,691.6794702350819,5.6e-05,True,ortools-gls,298.639469,5.000814,True,ok,393.040001,131.6102
mixed,mixed_n100_m3_r01.txt,data\mtsp\generated_multifamily\mixed_n100_m3_r01.txt,100,3,2opt+greed,448.4376078036554,0.000139,True,ortools-gls,298.639469,5.000814,True,ok,149.798139,50.160195
mixed,mixed_n100_m3_r01.txt,data\mtsp\generated_multifamily\mixed_n100_m3_r01.txt,100,3,lkh-wrapper-v2,343.24093254077616,0.011425,True,ortools-gls,298.639469,5.000814,True,ok,44.601464,14.934886
mixed,mixed_n100_m3_r01.txt,data\mtsp\generated_multifamily\mixed_n100_m3_r01.txt,100,3,lkh-wrapper-v3,347.7591252451168,0.004556,True,ortools-gls,298.639469,5.000814,True,ok,49.119656,16.447811
mixed,mixed_n100_m5_r01.txt,data\mtsp\generated_multifamily\mixed_n100_m5_r01.txt,100,5,rand+nn,849.4795421097922,4.5e-05,True,ortools-gls,295.744801,5.000202,True,ok,553.734741,187.233973
mixed,mixed_n100_m5_r01.txt,data\mtsp\generated_multifamily\mixed_n100_m5_r01.txt,100,5,2opt+greed,534.1716138142209,0.000134,True,ortools-gls,295.744801,5.000202,True,ok,238.426813,80.619105
mixed,mixed_n100_m5_r01.txt,data\mtsp\generated_multifamily\mixed_n100_m5_r01.txt,100,5,lkh-wrapper-v2,364.8892502968656,0.01475,True,ortools-gls,295.744801,5.000202,True,ok,69.144449,23.379768
mixed,mixed_n100_m5_r01.txt,data\mtsp\generated_multifamily\mixed_n100_m5_r01.txt,100,5,lkh-wrapper-v3,366.89781298204485,0.013693,True,ortools-gls,295.744801,5.000202,True,ok,71.153012,24.058922
mixed,mixed_n200_m2_r01.txt,data\mtsp\generated_multifamily\mixed_n200_m2_r01.txt,200,2,rand+nn,1322.133670415292,8.7e-05,True,tsp-transform-lkh,748.347468,0.160449,True,ok,573.786202,76.673768
mixed,mixed_n200_m2_r01.txt,data\mtsp\generated_multifamily\mixed_n200_m2_r01.txt,200,2,2opt+greed,940.1505017767302,0.000636,True,tsp-transform-lkh,748.347468,0.160449,True,ok,191.803034,25.630211
mixed,mixed_n200_m2_r01.txt,data\mtsp\generated_multifamily\mixed_n200_m2_r01.txt,200,2,lkh-wrapper-v2,804.4447362455167,0.020724,True,tsp-transform-lkh,748.347468,0.160449,True,ok,56.097268,7.496153
mixed,mixed_n200_m2_r01.txt,data\mtsp\generated_multifamily\mixed_n200_m2_r01.txt,200,2,lkh-wrapper-v3,830.3764348201909,0.017788,True,tsp-transform-lkh,748.347468,0.160449,True,ok,82.028967,10.961348
mixed,mixed_n200_m3_r01.txt,data\mtsp\generated_multifamily\mixed_n200_m3_r01.txt,200,3,rand+nn,1667.1297511586545,8.6e-05,True,ortools-gls,680.700528,5.000596,True,ok,986.429223,144.913833
mixed,mixed_n200_m3_r01.txt,data\mtsp\generated_multifamily\mixed_n200_m3_r01.txt,200,3,2opt+greed,913.8785857776988,0.000388,True,ortools-gls,680.700528,5.000596,True,ok,233.178058,34.255601
mixed,mixed_n200_m3_r01.txt,data\mtsp\generated_multifamily\mixed_n200_m3_r01.txt,200,3,lkh-wrapper-v2,769.9419902322963,0.050741,True,ortools-gls,680.700528,5.000596,True,ok,89.241462,13.110238
mixed,mixed_n200_m3_r01.txt,data\mtsp\generated_multifamily\mixed_n200_m3_r01.txt,200,3,lkh-wrapper-v3,778.9918782109874,0.018602,True,ortools-gls,680.700528,5.000596,True,ok,98.29135,14.439735
mixed,mixed_n200_m5_r01.txt,data\mtsp\generated_multifamily\mixed_n200_m5_r01.txt,200,5,rand+nn,2095.761323425153,7.7e-05,True,ortools-gls,657.216788,5.001897,True,ok,1438.544535,218.884326
mixed,mixed_n200_m5_r01.txt,data\mtsp\generated_multifamily\mixed_n200_m5_r01.txt,200,5,2opt+greed,1119.4523207004816,0.000393,True,ortools-gls,657.216788,5.001897,True,ok,462.235533,70.332277
mixed,mixed_n200_m5_r01.txt,data\mtsp\generated_multifamily\mixed_n200_m5_r01.txt,200,5,lkh-wrapper-v2,855.0152870808002,0.047163,True,ortools-gls,657.216788,5.001897,True,ok,197.798499,30.096386
mixed,mixed_n200_m5_r01.txt,data\mtsp\generated_multifamily\mixed_n200_m5_r01.txt,200,5,lkh-wrapper-v3,851.3369565229718,0.020572,True,ortools-gls,657.216788,5.001897,True,ok,194.120169,29.536703
mixed,mixed_n20_m2_r01.txt,data\mtsp\generated_multifamily\mixed_n20_m2_r01.txt,20,2,rand+nn,80.58794327848008,2.1e-05,True,ortools-gls,43.98713,5.000823,True,ok,36.600813,83.208004
mixed,mixed_n20_m2_r01.txt,data\mtsp\generated_multifamily\mixed_n20_m2_r01.txt,20,2,2opt+greed,53.150051138804386,2.8e-05,True,ortools-gls,43.98713,5.000823,True,ok,9.162921,20.830913
mixed,mixed_n20_m2_r01.txt,data\mtsp\generated_multifamily\mixed_n20_m2_r01.txt,20,2,lkh-wrapper-v2,49.017757476408605,0.000388,True,ortools-gls,43.98713,5.000823,True,ok,5.030627,11.436588
mixed,mixed_n20_m2_r01.txt,data\mtsp\generated_multifamily\mixed_n20_m2_r01.txt,20,2,lkh-wrapper-v3,49.017757476408605,0.000353,True,ortools-gls,43.98713,5.000823,True,ok,5.030627,11.436588
mixed,mixed_n20_m3_r01.txt,data\mtsp\generated_multifamily\mixed_n20_m3_r01.txt,20,3,rand+nn,101.60498698381618,2.4e-05,True,ortools-gls,43.353076,5.000106,True,ok,58.251911,134.36627
mixed,mixed_n20_m3_r01.txt,data\mtsp\generated_multifamily\mixed_n20_m3_r01.txt,20,3,2opt+greed,76.96785696078634,2.4e-05,True,ortools-gls,43.353076,5.000106,True,ok,33.614781,77.537246
mixed,mixed_n20_m3_r01.txt,data\mtsp\generated_multifamily\mixed_n20_m3_r01.txt,20,3,lkh-wrapper-v2,56.845811514330784,0.000399,True,ortools-gls,43.353076,5.000106,True,ok,13.492736,31.122903
mixed,mixed_n20_m3_r01.txt,data\mtsp\generated_multifamily\mixed_n20_m3_r01.txt,20,3,lkh-wrapper-v3,56.845811514330784,0.000334,True,ortools-gls,43.353076,5.000106,True,ok,13.492736,31.122903
mixed,mixed_n20_m5_r01.txt,data\mtsp\generated_multifamily\mixed_n20_m5_r01.txt,20,5,rand+nn,113.97272567353906,2.1e-05,True,ortools-gls,46.894674,4.99994,True,ok,67.078052,143.039809
mixed,mixed_n20_m5_r01.txt,data\mtsp\generated_multifamily\mixed_n20_m5_r01.txt,20,5,2opt+greed,83.83146529872909,2.2e-05,True,ortools-gls,46.894674,4.99994,True,ok,36.936791,78.765429
mixed,mixed_n20_m5_r01.txt,data\mtsp\generated_multifamily\mixed_n20_m5_r01.txt,20,5,lkh-wrapper-v2,64.08018530106017,0.000379,True,ortools-gls,46.894674,4.99994,True,ok,17.185511,36.647042
mixed,mixed_n20_m5_r01.txt,data\mtsp\generated_multifamily\mixed_n20_m5_r01.txt,20,5,lkh-wrapper-v3,64.08018530106017,0.000337,True,ortools-gls,46.894674,4.99994,True,ok,17.185511,36.647042
mixed,mixed_n500_m2_r01.txt,data\mtsp\generated_multifamily\mixed_n500_m2_r01.txt,500,2,rand+nn,4536.716054306542,0.000301,True,tsp-transform-lkh,2688.46639,0.252892,True,ok,1848.249664,68.74736
mixed,mixed_n500_m2_r01.txt,data\mtsp\generated_multifamily\mixed_n500_m2_r01.txt,500,2,2opt+greed,3153.984001711524,0.003033,True,tsp-transform-lkh,2688.46639,0.252892,True,ok,465.517612,17.315359
mixed,mixed_n500_m2_r01.txt,data\mtsp\generated_multifamily\mixed_n500_m2_r01.txt,500,2,lkh-wrapper-v2,2723.21360649629,0.225904,True,tsp-transform-lkh,2688.46639,0.252892,True,ok,34.747216,1.292455
mixed,mixed_n500_m2_r01.txt,data\mtsp\generated_multifamily\mixed_n500_m2_r01.txt,500,2,lkh-wrapper-v3,2737.2107955130487,0.21098,True,tsp-transform-lkh,2688.46639,0.252892,True,ok,48.744406,1.813093
mixed,mixed_n500_m3_r01.txt,data\mtsp\generated_multifamily\mixed_n500_m3_r01.txt,500,3,rand+nn,5014.609261159681,0.000261,True,tsp-transform-lkh,2262.520664,0.321882,True,ok,2752.088597,121.638164
mixed,mixed_n500_m3_r01.txt,data\mtsp\generated_multifamily\mixed_n500_m3_r01.txt,500,3,2opt+greed,2501.834712100058,0.002259,True,tsp-transform-lkh,2262.520664,0.321882,True,ok,239.314048,10.57732
mixed,mixed_n500_m3_r01.txt,data\mtsp\generated_multifamily\mixed_n500_m3_r01.txt,500,3,lkh-wrapper-v2,2334.9832141554057,0.68065,True,tsp-transform-lkh,2262.520664,0.321882,True,ok,72.46255,3.202735
mixed,mixed_n500_m3_r01.txt,data\mtsp\generated_multifamily\mixed_n500_m3_r01.txt,500,3,lkh-wrapper-v3,2365.3359670012733,0.125792,True,tsp-transform-lkh,2262.520664,0.321882,True,ok,102.815303,4.544281
mixed,mixed_n500_m5_r01.txt,data\mtsp\generated_multifamily\mixed_n500_m5_r01.txt,500,5,rand+nn,6113.616769229624,0.000265,True,tsp-transform-lkh,2339.268774,0.287486,True,ok,3774.347995,161.347342
mixed,mixed_n500_m5_r01.txt,data\mtsp\generated_multifamily\mixed_n500_m5_r01.txt,500,5,2opt+greed,3637.605629807534,0.001797,True,tsp-transform-lkh,2339.268774,0.287486,True,ok,1298.336856,55.501825
mixed,mixed_n500_m5_r01.txt,data\mtsp\generated_multifamily\mixed_n500_m5_r01.txt,500,5,lkh-wrapper-v2,2449.305105037782,0.348036,True,tsp-transform-lkh,2339.268774,0.287486,True,ok,110.036331,4.703877
mixed,mixed_n500_m5_r01.txt,data\mtsp\generated_multifamily\mixed_n500_m5_r01.txt,500,5,lkh-wrapper-v3,2717.622344986089,0.091957,True,tsp-transform-lkh,2339.268774,0.287486,True,ok,378.353571,16.17401
mixed,mixed_n50_m2_r01.txt,data\mtsp\generated_multifamily\mixed_n50_m2_r01.txt,50,2,rand+nn,215.58284583855144,3.4e-05,True,ortools-gls,122.181746,5.001038,True,ok,93.4011,76.444398
mixed,mixed_n50_m2_r01.txt,data\mtsp\generated_multifamily\mixed_n50_m2_r01.txt,50,2,2opt+greed,202.84293228208185,5.8e-05,True,ortools-gls,122.181746,5.001038,True,ok,80.661186,66.017379
mixed,mixed_n50_m2_r01.txt,data\mtsp\generated_multifamily\mixed_n50_m2_r01.txt,50,2,lkh-wrapper-v2,144.26383932597426,0.001843,True,ortools-gls,122.181746,5.001038,True,ok,22.082093,18.073152
mixed,mixed_n50_m2_r01.txt,data\mtsp\generated_multifamily\mixed_n50_m2_r01.txt,50,2,lkh-wrapper-v3,144.7736593376061,0.001527,True,ortools-gls,122.181746,5.001038,True,ok,22.591913,18.490416
mixed,mixed_n50_m3_r01.txt,data\mtsp\generated_multifamily\mixed_n50_m3_r01.txt,50,3,rand+nn,278.3152657323412,3.2e-05,True,ortools-gls,121.269654,5.001151,True,ok,157.045612,129.501163
mixed,mixed_n50_m3_r01.txt,data\mtsp\generated_multifamily\mixed_n50_m3_r01.txt,50,3,2opt+greed,248.07677859905885,4.6e-05,True,ortools-gls,121.269654,5.001151,True,ok,126.807125,104.566246
mixed,mixed_n50_m3_r01.txt,data\mtsp\generated_multifamily\mixed_n50_m3_r01.txt,50,3,lkh-wrapper-v2,148.83018435881087,0.002327,True,ortools-gls,121.269654,5.001151,True,ok,27.56053,22.72665
mixed,mixed_n50_m3_r01.txt,data\mtsp\generated_multifamily\mixed_n50_m3_r01.txt,50,3,lkh-wrapper-v3,148.0616041139367,0.001346,True,ortools-gls,121.269654,5.001151,True,ok,26.79195,22.092872
mixed,mixed_n50_m5_r01.txt,data\mtsp\generated_multifamily\mixed_n50_m5_r01.txt,50,5,rand+nn,436.67121537352284,4.3e-05,True,ortools-gls,119.507768,5.000917,True,ok,317.163447,265.391491
mixed,mixed_n50_m5_r01.txt,data\mtsp\generated_multifamily\mixed_n50_m5_r01.txt,50,5,2opt+greed,288.39251104970265,5.7e-05,True,ortools-gls,119.507768,5.000917,True,ok,168.884743,141.316959
mixed,mixed_n50_m5_r01.txt,data\mtsp\generated_multifamily\mixed_n50_m5_r01.txt,50,5,lkh-wrapper-v2,156.981464892577,0.00185,True,ortools-gls,119.507768,5.000917,True,ok,37.473697,31.356704
mixed,mixed_n50_m5_r01.txt,data\mtsp\generated_multifamily\mixed_n50_m5_r01.txt,50,5,lkh-wrapper-v3,156.981464892577,0.00151,True,ortools-gls,119.507768,5.000917,True,ok,37.473697,31.356704
outliers,outliers_n1000_m3_r01.txt,data\mtsp\generated_multifamily\outliers_n1000_m3_r01.txt,1000,3,rand+nn,13042.030767147735,0.001,True,tsp-transform-lkh,6079.836206,1.163558,True,ok,6962.194561,114.512864
outliers,outliers_n1000_m3_r01.txt,data\mtsp\generated_multifamily\outliers_n1000_m3_r01.txt,1000,3,2opt+greed,9160.401418325446,0.016724,True,tsp-transform-lkh,6079.836206,1.163558,True,ok,3080.565212,50.668556
outliers,outliers_n1000_m3_r01.txt,data\mtsp\generated_multifamily\outliers_n1000_m3_r01.txt,1000,3,lkh-wrapper-v2,6157.225233487203,5.65625,True,tsp-transform-lkh,6079.836206,1.163558,True,ok,77.389027,1.27288
outliers,outliers_n1000_m3_r01.txt,data\mtsp\generated_multifamily\outliers_n1000_m3_r01.txt,1000,3,lkh-wrapper-v3,6219.902303208932,1.125027,True,tsp-transform-lkh,6079.836206,1.163558,True,ok,140.066097,2.303781
outliers,outliers_n1000_m5_r01.txt,data\mtsp\generated_multifamily\outliers_n1000_m5_r01.txt,1000,5,rand+nn,21576.70208837886,0.001086,True,tsp-transform-lkh,7414.94928,1.041065,True,ok,14161.752808,190.989207
outliers,outliers_n1000_m5_r01.txt,data\mtsp\generated_multifamily\outliers_n1000_m5_r01.txt,1000,5,2opt+greed,10174.342414505132,0.01207,True,tsp-transform-lkh,7414.94928,1.041065,True,ok,2759.393135,37.213918
outliers,outliers_n1000_m5_r01.txt,data\mtsp\generated_multifamily\outliers_n1000_m5_r01.txt,1000,5,lkh-wrapper-v2,7615.128241232251,5.346805,True,tsp-transform-lkh,7414.94928,1.041065,True,ok,200.178961,2.699667
outliers,outliers_n1000_m5_r01.txt,data\mtsp\generated_multifamily\outliers_n1000_m5_r01.txt,1000,5,lkh-wrapper-v3,7550.050132426942,0.386681,True,tsp-transform-lkh,7414.94928,1.041065,True,ok,135.100852,1.822006
outliers,outliers_n1000_m7_r01.txt,data\mtsp\generated_multifamily\outliers_n1000_m7_r01.txt,1000,7,rand+nn,22195.598506408005,0.000845,True,tsp-transform-lkh,6570.992205,1.205448,True,ok,15624.606301,237.781538
outliers,outliers_n1000_m7_r01.txt,data\mtsp\generated_multifamily\outliers_n1000_m7_r01.txt,1000,7,2opt+greed,11771.8288544653,0.008413,True,tsp-transform-lkh,6570.992205,1.205448,True,ok,5200.836649,79.148422
outliers,outliers_n1000_m7_r01.txt,data\mtsp\generated_multifamily\outliers_n1000_m7_r01.txt,1000,7,lkh-wrapper-v2,6264.929194830338,8.413867,True,tsp-transform-lkh,6570.992205,1.205448,True,ok,-306.06301,-4.65779
outliers,outliers_n1000_m7_r01.txt,data\mtsp\generated_multifamily\outliers_n1000_m7_r01.txt,1000,7,lkh-wrapper-v3,6881.5467230579725,1.12048,True,tsp-transform-lkh,6570.992205,1.205448,True,ok,310.554518,4.726143
outliers,outliers_n100_m2_r01.txt,data\mtsp\generated_multifamily\outliers_n100_m2_r01.txt,100,2,rand+nn,516.0112167994766,4.4e-05,True,ortools-gls,311.797562,5.000614,True,ok,204.213655,65.495591
outliers,outliers_n100_m2_r01.txt,data\mtsp\generated_multifamily\outliers_n100_m2_r01.txt,100,2,2opt+greed,409.547369432119,0.000176,True,ortools-gls,311.797562,5.000614,True,ok,97.749807,31.350408
outliers,outliers_n100_m2_r01.txt,data\mtsp\generated_multifamily\outliers_n100_m2_r01.txt,100,2,lkh-wrapper-v2,344.13610483789967,0.019219,True,ortools-gls,311.797562,5.000614,True,ok,32.338543,10.371647
outliers,outliers_n100_m2_r01.txt,data\mtsp\generated_multifamily\outliers_n100_m2_r01.txt,100,2,lkh-wrapper-v3,344.56420247608963,0.019293,True,ortools-gls,311.797562,5.000614,True,ok,32.76664,10.508947
outliers,outliers_n100_m3_r01.txt,data\mtsp\generated_multifamily\outliers_n100_m3_r01.txt,100,3,rand+nn,732.9247515760916,4.7e-05,True,ortools-gls,337.397732,5.000973,True,ok,395.52702,117.228713
outliers,outliers_n100_m3_r01.txt,data\mtsp\generated_multifamily\outliers_n100_m3_r01.txt,100,3,2opt+greed,588.2054753606081,0.000133,True,ortools-gls,337.397732,5.000973,True,ok,250.807743,74.33593
outliers,outliers_n100_m3_r01.txt,data\mtsp\generated_multifamily\outliers_n100_m3_r01.txt,100,3,lkh-wrapper-v2,381.5657584837901,0.006056,True,ortools-gls,337.397732,5.000973,True,ok,44.168026,13.090789
outliers,outliers_n100_m3_r01.txt,data\mtsp\generated_multifamily\outliers_n100_m3_r01.txt,100,3,lkh-wrapper-v3,382.784484843963,0.005485,True,ortools-gls,337.397732,5.000973,True,ok,45.386753,13.452003
outliers,outliers_n100_m5_r01.txt,data\mtsp\generated_multifamily\outliers_n100_m5_r01.txt,100,5,rand+nn,871.757931872143,5.3e-05,True,ortools-gls,291.572236,5.001307,True,ok,580.185696,198.985234
outliers,outliers_n100_m5_r01.txt,data\mtsp\generated_multifamily\outliers_n100_m5_r01.txt,100,5,2opt+greed,579.71023339711,0.000142,True,ortools-gls,291.572236,5.001307,True,ok,288.137997,98.822165
outliers,outliers_n100_m5_r01.txt,data\mtsp\generated_multifamily\outliers_n100_m5_r01.txt,100,5,lkh-wrapper-v2,375.20246579177746,0.009944,True,ortools-gls,291.572236,5.001307,True,ok,83.63023,28.682508
outliers,outliers_n100_m5_r01.txt,data\mtsp\generated_multifamily\outliers_n100_m5_r01.txt,100,5,lkh-wrapper-v3,376.23075266480976,0.006329,True,ortools-gls,291.572236,5.001307,True,ok,84.658517,29.035178
outliers,outliers_n200_m2_r01.txt,data\mtsp\generated_multifamily\outliers_n200_m2_r01.txt,200,2,rand+nn,1134.122519600869,8.8e-05,True,ortools-gls,703.807369,5.000986,True,ok,430.315151,61.141041
outliers,outliers_n200_m2_r01.txt,data\mtsp\generated_multifamily\outliers_n200_m2_r01.txt,200,2,2opt+greed,832.9586381871982,0.000859,True,ortools-gls,703.807369,5.000986,True,ok,129.151269,18.350372
outliers,outliers_n200_m2_r01.txt,data\mtsp\generated_multifamily\outliers_n200_m2_r01.txt,200,2,lkh-wrapper-v2,688.5174056538458,0.049703,True,ortools-gls,703.807369,5.000986,True,ok,-15.289963,-2.172464
outliers,outliers_n200_m2_r01.txt,data\mtsp\generated_multifamily\outliers_n200_m2_r01.txt,200,2,lkh-wrapper-v3,690.3405884372885,0.046413,True,ortools-gls,703.807369,5.000986,True,ok,-13.466781,-1.913419
outliers,outliers_n200_m3_r01.txt,data\mtsp\generated_multifamily\outliers_n200_m3_r01.txt,200,3,rand+nn,1640.377685329234,9.4e-05,True,ortools-gls,703.734285,5.000817,True,ok,936.6434,133.096173
outliers,outliers_n200_m3_r01.txt,data\mtsp\generated_multifamily\outliers_n200_m3_r01.txt,200,3,2opt+greed,988.1243948179484,0.000613,True,ortools-gls,703.734285,5.000817,True,ok,284.39011,40.411575
outliers,outliers_n200_m3_r01.txt,data\mtsp\generated_multifamily\outliers_n200_m3_r01.txt,200,3,lkh-wrapper-v2,777.7935497283389,0.031145,True,ortools-gls,703.734285,5.000817,True,ok,74.059265,10.523754
outliers,outliers_n200_m3_r01.txt,data\mtsp\generated_multifamily\outliers_n200_m3_r01.txt,200,3,lkh-wrapper-v3,786.976129788152,0.015177,True,ortools-gls,703.734285,5.000817,True,ok,83.241845,11.82859
outliers,outliers_n200_m5_r01.txt,data\mtsp\generated_multifamily\outliers_n200_m5_r01.txt,200,5,rand+nn,1816.7063036958505,8e-05,True,ortools-gls,683.154824,5.000387,True,ok,1133.55148,165.928929
outliers,outliers_n200_m5_r01.txt,data\mtsp\generated_multifamily\outliers_n200_m5_r01.txt,200,5,2opt+greed,960.5295274724872,0.000386,True,ortools-gls,683.154824,5.000387,True,ok,277.374703,40.602027
outliers,outliers_n200_m5_r01.txt,data\mtsp\generated_multifamily\outliers_n200_m5_r01.txt,200,5,lkh-wrapper-v2,775.4041776616691,0.029409,True,ortools-gls,683.154824,5.000387,True,ok,92.249354,13.503433
outliers,outliers_n200_m5_r01.txt,data\mtsp\generated_multifamily\outliers_n200_m5_r01.txt,200,5,lkh-wrapper-v3,778.6396805770685,0.015332,True,ortools-gls,683.154824,5.000387,True,ok,95.484857,13.977045
outliers,outliers_n20_m2_r01.txt,data\mtsp\generated_multifamily\outliers_n20_m2_r01.txt,20,2,rand+nn,77.16828754315776,2e-05,True,ortools-gls,40.940981,5.000129,True,ok,36.227307,88.486661
outliers,outliers_n20_m2_r01.txt,data\mtsp\generated_multifamily\outliers_n20_m2_r01.txt,20,2,2opt+greed,52.46789765247745,3.5e-05,True,ortools-gls,40.940981,5.000129,True,ok,11.526917,28.15496
outliers,outliers_n20_m2_r01.txt,data\mtsp\generated_multifamily\outliers_n20_m2_r01.txt,20,2,lkh-wrapper-v2,45.22753458223471,0.000503,True,ortools-gls,40.940981,5.000129,True,ok,4.286554,10.470081
outliers,outliers_n20_m2_r01.txt,data\mtsp\generated_multifamily\outliers_n20_m2_r01.txt,20,2,lkh-wrapper-v3,45.22753458223471,0.000358,True,ortools-gls,40.940981,5.000129,True,ok,4.286554,10.470081
outliers,outliers_n20_m3_r01.txt,data\mtsp\generated_multifamily\outliers_n20_m3_r01.txt,20,3,rand+nn,93.63403696539253,3.5e-05,True,ortools-gls,39.730715,5.000884,True,ok,53.903322,135.671664
outliers,outliers_n20_m3_r01.txt,data\mtsp\generated_multifamily\outliers_n20_m3_r01.txt,20,3,2opt+greed,70.06384800044324,2.4e-05,True,ortools-gls,39.730715,5.000884,True,ok,30.333133,76.346809
outliers,outliers_n20_m3_r01.txt,data\mtsp\generated_multifamily\outliers_n20_m3_r01.txt,20,3,lkh-wrapper-v2,47.434064306729205,0.000285,True,ortools-gls,39.730715,5.000884,True,ok,7.703349,19.388901
outliers,outliers_n20_m3_r01.txt,data\mtsp\generated_multifamily\outliers_n20_m3_r01.txt,20,3,lkh-wrapper-v3,47.434064306729205,0.000269,True,ortools-gls,39.730715,5.000884,True,ok,7.703349,19.388901
outliers,outliers_n20_m5_r01.txt,data\mtsp\generated_multifamily\outliers_n20_m5_r01.txt,20,5,rand+nn,129.34541240014872,2.2e-05,True,ortools-gls,42.426809,5.000094,True,ok,86.918603,204.86717
outliers,outliers_n20_m5_r01.txt,data\mtsp\generated_multifamily\outliers_n20_m5_r01.txt,20,5,2opt+greed,100.33321686084956,3.1e-05,True,ortools-gls,42.426809,5.000094,True,ok,57.906408,136.485419
outliers,outliers_n20_m5_r01.txt,data\mtsp\generated_multifamily\outliers_n20_m5_r01.txt,20,5,lkh-wrapper-v2,56.35097871622827,0.000692,True,ortools-gls,42.426809,5.000094,True,ok,13.92417,32.819272
outliers,outliers_n20_m5_r01.txt,data\mtsp\generated_multifamily\outliers_n20_m5_r01.txt,20,5,lkh-wrapper-v3,63.89641612927085,0.000525,True,ortools-gls,42.426809,5.000094,True,ok,21.469607,50.603869
outliers,outliers_n500_m2_r01.txt,data\mtsp\generated_multifamily\outliers_n500_m2_r01.txt,500,2,rand+nn,4251.056820702138,0.000322,True,tsp-transform-lkh,2446.492576,0.275138,True,ok,1804.564245,73.76128
outliers,outliers_n500_m2_r01.txt,data\mtsp\generated_multifamily\outliers_n500_m2_r01.txt,500,2,2opt+greed,2849.96233393456,0.004047,True,tsp-transform-lkh,2446.492576,0.275138,True,ok,403.469758,16.491763
outliers,outliers_n500_m2_r01.txt,data\mtsp\generated_multifamily\outliers_n500_m2_r01.txt,500,2,lkh-wrapper-v2,2627.6139259606634,0.631995,True,tsp-transform-lkh,2446.492576,0.275138,True,ok,181.12135,7.403307
