instance_family,instance,path,node_count,salesman_count,solver,objective,time_seconds,valid,best_baseline_solver,best_baseline_objective,best_baseline_time_seconds,best_baseline_valid,best_baseline_status,objective_gap,relative_gap_percent
clustered-offset-depot,clustered-offset-depot_n20_m2_r01.txt,data\mtsp\generated_multifamily\clustered-offset-depot_n20_m2_r01.txt,20,2,rand+nn,69.89484705751167,3.7e-05,True,ortools-gls,40.038831,5.000404,True,ok,29.856016,74.567652
clustered-offset-depot,clustered-offset-depot_n20_m2_r01.txt,data\mtsp\generated_multifamily\clustered-offset-depot_n20_m2_r01.txt,20,2,2opt+greed,68.39676209633011,2.3e-05,True,ortools-gls,40.038831,5.000404,True,ok,28.357931,70.826071
clustered-offset-depot,clustered-offset-depot_n20_m2_r01.txt,data\mtsp\generated_multifamily\clustered-offset-depot_n20_m2_r01.txt,20,2,lkh-wrapper-v2,54.53633068639183,0.000552,True,ortools-gls,40.038831,5.000404,True,ok,14.4975,36.2086
clustered-offset-depot,clustered-offset-depot_n20_m2_r01.txt,data\mtsp\generated_multifamily\clustered-offset-depot_n20_m2_r01.txt,20,2,lkh-wrapper-v3,54.53633068639183,0.00053,True,ortools-gls,40.038831,5.000404,True,ok,14.4975,36.2086
clustered-offset-depot,clustered-offset-depot_n20_m3_r01.txt,data\mtsp\generated_multifamily\clustered-offset-depot_n20_m3_r01.txt,20,3,rand+nn,88.89575691632119,2.2e-05,True,ortools-gls,36.814266,5.000442,True,ok,52.081491,141.470948
clustered-offset-depot,clustered-offset-depot_n20_m3_r01.txt,data\mtsp\generated_multifamily\clustered-offset-depot_n20_m3_r01.txt,20,3,2opt+greed,78.52528368386436,2.8e-05,True,ortools-gls,36.814266,5.000442,True,ok,41.711018,113.301235
clustered-offset-depot,clustered-offset-depot_n20_m3_r01.txt,data\mtsp\generated_multifamily\clustered-offset-depot_n20_m3_r01.txt,20,3,lkh-wrapper-v2,47.40189318765168,0.000618,True,ortools-gls,36.814266,5.000442,True,ok,10.587627,28.759577
clustered-offset-depot,clustered-offset-depot_n20_m3_r01.txt,data\mtsp\generated_multifamily\clustered-offset-depot_n20_m3_r01.txt,20,3,lkh-wrapper-v3,47.40189318765168,0.000435,True,ortools-gls,36.814266,5.000442,True,ok,10.587627,28.759577
clustered-offset-depot,clustered-offset-depot_n20_m5_r01.txt,data\mtsp\generated_multifamily\clustered-offset-depot_n20_m5_r01.txt,20,5,rand+nn,143.9448793319197,2.2e-05,True,ortools-gls,47.901417,5.000288,True,ok,96.043462,200.50234
clustered-offset-depot,clustered-offset-depot_n20_m5_r01.txt,data\mtsp\generated_multifamily\clustered-offset-depot_n20_m5_r01.txt,20,5,2opt+greed,135.04929568250827,2.5e-05,True,ortools-gls,47.901417,5.000288,True,ok,87.147879,181.931735
clustered-offset-depot,clustered-offset-depot_n20_m5_r01.txt,data\mtsp\generated_multifamily\clustered-offset-depot_n20_m5_r01.txt,20,5,lkh-wrapper-v2,67.80412185150296,0.000689,True,ortools-gls,47.901417,5.000288,True,ok,19.902705,41.549303
clustered-offset-depot,clustered-offset-depot_n20_m5_r01.txt,data\mtsp\generated_multifamily\clustered-offset-depot_n20_m5_r01.txt,20,5,lkh-wrapper-v3,67.80412185150296,0.000642,True,ortools-gls,47.901417,5.000288,True,ok,19.902705,41.549303
clustered-offset-depot,clustered-offset-depot_n500_m2_r01.txt,data\mtsp\generated_multifamily\clustered-offset-depot_n500_m2_r01.txt,500,2,rand+nn,1987.4878692167827,0.000466,True,ortools-gls,1148.033981,5.00156,True,ok,839.453888,73.120997
clustered-offset-depot,clustered-offset-depot_n500_m2_r01.txt,data\mtsp\generated_multifamily\clustered-offset-depot_n500_m2_r01.txt,500,2,2opt+greed,1514.1414826951323,0.003927,True,ortools-gls,1148.033981,5.00156,True,ok,366.107502,31.889953
clustered-offset-depot,clustered-offset-depot_n500_m2_r01.txt,data\mtsp\generated_multifamily\clustered-offset-depot_n500_m2_r01.txt,500,2,lkh-wrapper-v2,1092.3451481953646,0.098434,True,ortools-gls,1148.033981,5.00156,True,ok,-55.688833,-4.8508
clustered-offset-depot,clustered-offset-depot_n500_m2_r01.txt,data\mtsp\generated_multifamily\clustered-offset-depot_n500_m2_r01.txt,500,2,lkh-wrapper-v3,1086.1457947378353,0.318206,True,ortools-gls,1148.033981,5.00156,True,ok,-61.888186,-5.390797
clustered-offset-depot,clustered-offset-depot_n500_m3_r01.txt,data\mtsp\generated_multifamily\clustered-offset-depot_n500_m3_r01.txt,500,3,rand+nn,3102.748183451865,0.000509,True,ortools-gls,1312.857419,5.000138,True,ok,1789.890764,136.335503
clustered-offset-depot,clustered-offset-depot_n500_m3_r01.txt,data\mtsp\generated_multifamily\clustered-offset-depot_n500_m3_r01.txt,500,3,2opt+greed,2108.520396152614,0.002758,True,ortools-gls,1312.857419,5.000138,True,ok,795.662977,60.605437
clustered-offset-depot,clustered-offset-depot_n500_m3_r01.txt,data\mtsp\generated_multifamily\clustered-offset-depot_n500_m3_r01.txt,500,3,lkh-wrapper-v2,1235.847647380147,0.150523,True,ortools-gls,1312.857419,5.000138,True,ok,-77.009772,-5.865814
clustered-offset-depot,clustered-offset-depot_n500_m3_r01.txt,data\mtsp\generated_multifamily\clustered-offset-depot_n500_m3_r01.txt,500,3,lkh-wrapper-v3,1575.3984343082511,5.047346,True,ortools-gls,1312.857419,5.000138,True,ok,262.541015,19.997679
clustered-offset-depot,clustered-offset-depot_n500_m5_r01.txt,data\mtsp\generated_multifamily\clustered-offset-depot_n500_m5_r01.txt,500,5,rand+nn,4162.7280041757385,0.00038,True,ortools-gls,1197.855587,5.000598,True,ok,2964.872417,247.515013
clustered-offset-depot,clustered-offset-depot_n500_m5_r01.txt,data\mtsp\generated_multifamily\clustered-offset-depot_n500_m5_r01.txt,500,5,2opt+greed,2903.3188275765106,0.001884,True,ortools-gls,1197.855587,5.000598,True,ok,1705.463241,142.376365
clustered-offset-depot,clustered-offset-depot_n500_m5_r01.txt,data\mtsp\generated_multifamily\clustered-offset-depot_n500_m5_r01.txt,500,5,lkh-wrapper-v2,1153.3281236555556,0.218552,True,ortools-gls,1197.855587,5.000598,True,ok,-44.527463,-3.717265
clustered-offset-depot,clustered-offset-depot_n500_m5_r01.txt,data\mtsp\generated_multifamily\clustered-offset-depot_n500_m5_r01.txt,500,5,lkh-wrapper-v3,1158.7916731068958,0.793623,True,ortools-gls,1197.855587,5.000598,True,ok,-39.063914,-3.261154
clustered-offset-depot,clustered-offset-depot_n50_m2_r01.txt,data\mtsp\generated_multifamily\clustered-offset-depot_n50_m2_r01.txt,50,2,rand+nn,112.124463774719,3.7e-05,True,ortools-gls,65.386054,5.000833,True,ok,46.73841,71.480701
clustered-offset-depot,clustered-offset-depot_n50_m2_r01.txt,data\mtsp\generated_multifamily\clustered-offset-depot_n50_m2_r01.txt,50,2,2opt+greed,91.39275458116546,8.9e-05,True,ortools-gls,65.386054,5.000833,True,ok,26.006701,39.774079
clustered-offset-depot,clustered-offset-depot_n50_m2_r01.txt,data\mtsp\generated_multifamily\clustered-offset-depot_n50_m2_r01.txt,50,2,lkh-wrapper-v2,70.47335287233913,0.002603,True,ortools-gls,65.386054,5.000833,True,ok,5.087299,7.780404
clustered-offset-depot,clustered-offset-depot_n50_m2_r01.txt,data\mtsp\generated_multifamily\clustered-offset-depot_n50_m2_r01.txt,50,2,lkh-wrapper-v3,72.85866169011746,0.001597,True,ortools-gls,65.386054,5.000833,True,ok,7.472608,11.428443
clustered-offset-depot,clustered-offset-depot_n50_m3_r01.txt,data\mtsp\generated_multifamily\clustered-offset-depot_n50_m3_r01.txt,50,3,rand+nn,203.95258207147356,2.8e-05,True,ortools-gls,89.469417,5.000832,True,ok,114.483165,127.957875
clustered-offset-depot,clustered-offset-depot_n50_m3_r01.txt,data\mtsp\generated_multifamily\clustered-offset-depot_n50_m3_r01.txt,50,3,2opt+greed,132.87966297499548,5.2e-05,True,ortools-gls,89.469417,5.000832,True,ok,43.410246,48.519648
clustered-offset-depot,clustered-offset-depot_n50_m3_r01.txt,data\mtsp\generated_multifamily\clustered-offset-depot_n50_m3_r01.txt,50,3,lkh-wrapper-v2,110.19267401512434,0.002236,True,ortools-gls,89.469417,5.000832,True,ok,20.723257,23.162392
clustered-offset-depot,clustered-offset-depot_n50_m3_r01.txt,data\mtsp\generated_multifamily\clustered-offset-depot_n50_m3_r01.txt,50,3,lkh-wrapper-v3,110.19267401512434,0.001244,True,ortools-gls,89.469417,5.000832,True,ok,20.723257,23.162392
clustered-offset-depot,clustered-offset-depot_n50_m5_r01.txt,data\mtsp\generated_multifamily\clustered-offset-depot_n50_m5_r01.txt,50,5,rand+nn,308.5044417727761,3.1e-05,True,ortools-gls,102.201281,5.000835,True,ok,206.303161,201.859663
clustered-offset-depot,clustered-offset-depot_n50_m5_r01.txt,data\mtsp\generated_multifamily\clustered-offset-depot_n50_m5_r01.txt,50,5,2opt+greed,231.53110017277706,5.1e-05,True,ortools-gls,102.201281,5.000835,True,ok,129.329819,126.544225
clustered-offset-depot,clustered-offset-depot_n50_m5_r01.txt,data\mtsp\generated_multifamily\clustered-offset-depot_n50_m5_r01.txt,50,5,lkh-wrapper-v2,124.31595563771037,0.002011,True,ortools-gls,102.201281,5.000835,True,ok,22.114675,21.638354
clustered-offset-depot,clustered-offset-depot_n50_m5_r01.txt,data\mtsp\generated_multifamily\clustered-offset-depot_n50_m5_r01.txt,50,5,lkh-wrapper-v3,124.31595563771037,0.001382,True,ortools-gls,102.201281,5.000835,True,ok,22.114675,21.638354
high-m-stress,high-m-stress_n1000_m3_r01.txt,data\mtsp\generated_multifamily\high-m-stress_n1000_m3_r01.txt,1000,3,rand+nn,11924.935887948393,0.003501,True,tsp-transform-lkh,5432.318717,1.404259,True,ok,6492.617171,119.51834
high-m-stress,high-m-stress_n1000_m3_r01.txt,data\mtsp\generated_multifamily\high-m-stress_n1000_m3_r01.txt,1000,3,2opt+greed,6932.807165523467,0.018936,True,tsp-transform-lkh,5432.318717,1.404259,True,ok,1500.488449,27.62151
high-m-stress,high-m-stress_n1000_m3_r01.txt,data\mtsp\generated_multifamily\high-m-stress_n1000_m3_r01.txt,1000,3,lkh-wrapper-v2,6122.326909637713,12.449084,True,tsp-transform-lkh,5432.318717,1.404259,True,ok,690.008193,12.701909
high-m-stress,high-m-stress_n1000_m3_r01.txt,data\mtsp\generated_multifamily\high-m-stress_n1000_m3_r01.txt,1000,3,lkh-wrapper-v3,6054.015375581536,5.251912,True,tsp-transform-lkh,5432.318717,1.404259,True,ok,621.696659,11.444407
high-m-stress,high-m-stress_n1000_m5_r01.txt,data\mtsp\generated_multifamily\high-m-stress_n1000_m5_r01.txt,1000,5,rand+nn,18795.185339658194,0.00155,True,tsp-transform-lkh,6360.087407,1.287928,True,ok,12435.097933,195.517721
high-m-stress,high-m-stress_n1000_m5_r01.txt,data\mtsp\generated_multifamily\high-m-stress_n1000_m5_r01.txt,1000,5,2opt+greed,9805.833694211595,0.012637,True,tsp-transform-lkh,6360.087407,1.287928,True,ok,3445.746287,54.177656
high-m-stress,high-m-stress_n1000_m5_r01.txt,data\mtsp\generated_multifamily\high-m-stress_n1000_m5_r01.txt,1000,5,lkh-wrapper-v2,6417.44536497397,3.175733,True,tsp-transform-lkh,6360.087407,1.287928,True,ok,57.357958,0.901842
high-m-stress,high-m-stress_n1000_m5_r01.txt,data\mtsp\generated_multifamily\high-m-stress_n1000_m5_r01.txt,1000,5,lkh-wrapper-v3,6567.890433724253,1.080262,True,tsp-transform-lkh,6360.087407,1.287928,True,ok,207.803027,3.267298
high-m-stress,high-m-stress_n1000_m7_r01.txt,data\mtsp\generated_multifamily\high-m-stress_n1000_m7_r01.txt,1000,7,rand+nn,22654.978971024182,0.000847,True,tsp-transform-lkh,6204.469888,1.219815,True,ok,16450.509083,265.139639
high-m-stress,high-m-stress_n1000_m7_r01.txt,data\mtsp\generated_multifamily\high-m-stress_n1000_m7_r01.txt,1000,7,2opt+greed,9072.132756322131,0.007608,True,tsp-transform-lkh,6204.469888,1.219815,True,ok,2867.662868,46.219305
high-m-stress,high-m-stress_n1000_m7_r01.txt,data\mtsp\generated_multifamily\high-m-stress_n1000_m7_r01.txt,1000,7,lkh-wrapper-v2,7929.797571004452,14.68472,True,tsp-transform-lkh,6204.469888,1.219815,True,ok,1725.327683,27.807818
high-m-stress,high-m-stress_n1000_m7_r01.txt,data\mtsp\generated_multifamily\high-m-stress_n1000_m7_r01.txt,1000,7,lkh-wrapper-v3,7683.696010209017,3.502904,True,tsp-transform-lkh,6204.469888,1.219815,True,ok,1479.226122,23.841297
high-m-stress,high-m-stress_n100_m2_r01.txt,data\mtsp\generated_multifamily\high-m-stress_n100_m2_r01.txt,100,2,rand+nn,415.01027587998124,4.6e-05,True,tsp-transform-lkh,244.322844,0.049191,True,ok,170.687432,69.86143
high-m-stress,high-m-stress_n100_m2_r01.txt,data\mtsp\generated_multifamily\high-m-stress_n100_m2_r01.txt,100,2,2opt+greed,354.33635753844896,0.000193,True,tsp-transform-lkh,244.322844,0.049191,True,ok,110.013514,45.027928
high-m-stress,high-m-stress_n100_m2_r01.txt,data\mtsp\generated_multifamily\high-m-stress_n100_m2_r01.txt,100,2,lkh-wrapper-v2,260.5814452635362,0.004735,True,tsp-transform-lkh,244.322844,0.049191,True,ok,16.258601,6.654556
high-m-stress,high-m-stress_n100_m2_r01.txt,data\mtsp\generated_multifamily\high-m-stress_n100_m2_r01.txt,100,2,lkh-wrapper-v3,257.8592574618897,0.006034,True,tsp-transform-lkh,244.322844,0.049191,True,ok,13.536413,5.54038
high-m-stress,high-m-stress_n100_m3_r01.txt,data\mtsp\generated_multifamily\high-m-stress_n100_m3_r01.txt,100,3,rand+nn,586.0141888577859,4.8e-05,True,ortools-gls,245.799506,5.000441,True,ok,340.214683,138.411459
high-m-stress,high-m-stress_n100_m3_r01.txt,data\mtsp\generated_multifamily\high-m-stress_n100_m3_r01.txt,100,3,2opt+greed,380.65004435553544,0.000137,True,ortools-gls,245.799506,5.000441,True,ok,134.850538,54.862005
high-m-stress,high-m-stress_n100_m3_r01.txt,data\mtsp\generated_multifamily\high-m-stress_n100_m3_r01.txt,100,3,lkh-wrapper-v2,273.6295031669445,0.023719,True,ortools-gls,245.799506,5.000441,True,ok,27.829997,11.322235
high-m-stress,high-m-stress_n100_m3_r01.txt,data\mtsp\generated_multifamily\high-m-stress_n100_m3_r01.txt,100,3,lkh-wrapper-v3,289.2696679822903,0.006779,True,ortools-gls,245.799506,5.000441,True,ok,43.470162,17.685211
high-m-stress,high-m-stress_n100_m5_r01.txt,data\mtsp\generated_multifamily\high-m-stress_n100_m5_r01.txt,100,5,rand+nn,991.5753572686674,4.2e-05,True,ortools-gls,292.367567,5.000938,True,ok,699.20779,239.153678
high-m-stress,high-m-stress_n100_m5_r01.txt,data\mtsp\generated_multifamily\high-m-stress_n100_m5_r01.txt,100,5,2opt+greed,576.0599003925146,0.000118,True,ortools-gls,292.367567,5.000938,True,ok,283.692333,97.032765
high-m-stress,high-m-stress_n100_m5_r01.txt,data\mtsp\generated_multifamily\high-m-stress_n100_m5_r01.txt,100,5,lkh-wrapper-v2,328.7550378998001,0.008724,True,ortools-gls,292.367567,5.000938,True,ok,36.387471,12.445796
high-m-stress,high-m-stress_n100_m5_r01.txt,data\mtsp\generated_multifamily\high-m-stress_n100_m5_r01.txt,100,5,lkh-wrapper-v3,342.8208459547709,0.004895,True,ortools-gls,292.367567,5.000938,True,ok,50.453279,17.256798
high-m-stress,high-m-stress_n200_m2_r01.txt,data\mtsp\generated_multifamily\high-m-stress_n200_m2_r01.txt,200,2,rand+nn,1102.794636974004,9e-05,True,tsp-transform-lkh,624.649979,0.159079,True,ok,478.144658,76.546014
high-m-stress,high-m-stress_n200_m2_r01.txt,data\mtsp\generated_multifamily\high-m-stress_n200_m2_r01.txt,200,2,2opt+greed,802.7274765845863,0.000509,True,tsp-transform-lkh,624.649979,0.159079,True,ok,178.077498,28.508365
high-m-stress,high-m-stress_n200_m2_r01.txt,data\mtsp\generated_multifamily\high-m-stress_n200_m2_r01.txt,200,2,lkh-wrapper-v2,648.2370604318646,0.024636,True,tsp-transform-lkh,624.649979,0.159079,True,ok,23.587081,3.776048
high-m-stress,high-m-stress_n200_m2_r01.txt,data\mtsp\generated_multifamily\high-m-stress_n200_m2_r01.txt,200,2,lkh-wrapper-v3,643.5768371928917,0.021268,True,tsp-transform-lkh,624.649979,0.159079,True,ok,18.926858,3.029994
high-m-stress,high-m-stress_n200_m3_r01.txt,data\mtsp\generated_multifamily\high-m-stress_n200_m3_r01.txt,200,3,rand+nn,1186.3518195765496,8.1e-05,True,tsp-transform-lkh,636.655704,0.164155,True,ok,549.696116,86.341191
high-m-stress,high-m-stress_n200_m3_r01.txt,data\mtsp\generated_multifamily\high-m-stress_n200_m3_r01.txt,200,3,2opt+greed,958.583741059439,0.000489,True,tsp-transform-lkh,636.655704,0.164155,True,ok,321.928037,50.565484
high-m-stress,high-m-stress_n200_m3_r01.txt,data\mtsp\generated_multifamily\high-m-stress_n200_m3_r01.txt,200,3,lkh-wrapper-v2,667.6881718950057,0.025645,True,tsp-transform-lkh,636.655704,0.164155,True,ok,31.032468,4.874294
high-m-stress,high-m-stress_n200_m3_r01.txt,data\mtsp\generated_multifamily\high-m-stress_n200_m3_r01.txt,200,3,lkh-wrapper-v3,656.7932859176451,0.017103,True,tsp-transform-lkh,636.655704,0.164155,True,ok,20.137582,3.163025
high-m-stress,high-m-stress_n200_m5_r01.txt,data\mtsp\generated_multifamily\high-m-stress_n200_m5_r01.txt,200,5,rand+nn,1905.6410885248774,7.3e-05,True,ortools-gls,614.370196,5.002155,True,ok,1291.270893,210.177984
high-m-stress,high-m-stress_n200_m5_r01.txt,data\mtsp\generated_multifamily\high-m-stress_n200_m5_r01.txt,200,5,2opt+greed,1167.9979084201418,0.000458,True,ortools-gls,614.370196,5.002155,True,ok,553.627712,90.113048
high-m-stress,high-m-stress_n200_m5_r01.txt,data\mtsp\generated_multifamily\high-m-stress_n200_m5_r01.txt,200,5,lkh-wrapper-v2,709.7156068804849,0.053156,True,ortools-gls,614.370196,5.002155,True,ok,95.345411,15.519212
high-m-stress,high-m-stress_n200_m5_r01.txt,data\mtsp\generated_multifamily\high-m-stress_n200_m5_r01.txt,200,5,lkh-wrapper-v3,757.2917852324225,0.024156,True,ortools-gls,614.370196,5.002155,True,ok,142.921589,23.263106
high-m-stress,high-m-stress_n20_m2_r01.txt,data\mtsp\generated_multifamily\high-m-stress_n20_m2_r01.txt,20,2,rand+nn,73.54596197426525,2e-05,True,ortools-gls,38.770922,5.000913,True,ok,34.77504,89.693611
high-m-stress,high-m-stress_n20_m2_r01.txt,data\mtsp\generated_multifamily\high-m-stress_n20_m2_r01.txt,20,2,2opt+greed,58.758189945226036,2.3e-05,True,ortools-gls,38.770922,5.000913,True,ok,19.987268,51.552212
high-m-stress,high-m-stress_n20_m2_r01.txt,data\mtsp\generated_multifamily\high-m-stress_n20_m2_r01.txt,20,2,lkh-wrapper-v2,53.6632305637195,0.000561,True,ortools-gls,38.770922,5.000913,True,ok,14.892309,38.411026
high-m-stress,high-m-stress_n20_m2_r01.txt,data\mtsp\generated_multifamily\high-m-stress_n20_m2_r01.txt,20,2,lkh-wrapper-v3,53.66323056371951,0.000361,True,ortools-gls,38.770922,5.000913,True,ok,14.892309,38.411026
high-m-stress,high-m-stress_n20_m3_r01.txt,data\mtsp\generated_multifamily\high-m-stress_n20_m3_r01.txt,20,3,rand+nn,94.37557617431261,2.2e-05,True,ortools-gls,40.928378,5.000537,True,ok,53.447198,130.587139
high-m-stress,high-m-stress_n20_m3_r01.txt,data\mtsp\generated_multifamily\high-m-stress_n20_m3_r01.txt,20,3,2opt+greed,84.18146187988877,2.4e-05,True,ortools-gls,40.928378,5.000537,True,ok,43.253084,105.679937
high-m-stress,high-m-stress_n20_m3_r01.txt,data\mtsp\generated_multifamily\high-m-stress_n20_m3_r01.txt,20,3,lkh-wrapper-v2,55.635805355853975,0.000627,True,ortools-gls,40.928378,5.000537,True,ok,14.707427,35.934546
high-m-stress,high-m-stress_n20_m3_r01.txt,data\mtsp\generated_multifamily\high-m-stress_n20_m3_r01.txt,20,3,lkh-wrapper-v3,55.635805355853975,0.000405,True,ortools-gls,40.928378,5.000537,True,ok,14.707427,35.934546
high-m-stress,high-m-stress_n20_m5_r01.txt,data\mtsp\generated_multifamily\high-m-stress_n20_m5_r01.txt,20,5,rand+nn,130.45634841700266,2.3e-05,True,ortools-gls,42.757026,5.000463,True,ok,87.699322,205.110903
high-m-stress,high-m-stress_n20_m5_r01.txt,data\mtsp\generated_multifamily\high-m-stress_n20_m5_r01.txt,20,5,2opt+greed,129.4324351516251,3.1e-05,True,ortools-gls,42.757026,5.000463,True,ok,86.675409,202.716178
high-m-stress,high-m-stress_n20_m5_r01.txt,data\mtsp\generated_multifamily\high-m-stress_n20_m5_r01.txt,20,5,lkh-wrapper-v2,57.4142819937378,0.000485,True,ortools-gls,42.757026,5.000463,True,ok,14.657256,34.280345
high-m-stress,high-m-stress_n20_m5_r01.txt,data\mtsp\generated_multifamily\high-m-stress_n20_m5_r01.txt,20,5,lkh-wrapper-v3,57.4142819937378,0.000428,True,ortools-gls,42.757026,5.000463,True,ok,14.657256,34.280345
high-m-stress,high-m-stress_n500_m2_r01.txt,data\mtsp\generated_multifamily\high-m-stress_n500_m2_r01.txt,500,2,rand+nn,3647.0075739447257,0.000308,True,tsp-transform-lkh,2041.864749,0.402143,True,ok,1605.142825,78.611614
high-m-stress,high-m-stress_n500_m2_r01.txt,data\mtsp\generated_multifamily\high-m-stress_n500_m2_r01.txt,500,2,2opt+greed,2436.423369872182,0.005931,True,tsp-transform-lkh,2041.864749,0.402143,True,ok,394.558621,19.323445
high-m-stress,high-m-stress_n500_m2_r01.txt,data\mtsp\generated_multifamily\high-m-stress_n500_m2_r01.txt,500,2,lkh-wrapper-v2,2094.264539037272,0.583549,True,tsp-transform-lkh,2041.864749,0.402143,True,ok,52.39979,2.566271
high-m-stress,high-m-stress_n500_m2_r01.txt,data\mtsp\generated_multifamily\high-m-stress_n500_m2_r01.txt,500,2,lkh-wrapper-v3,2468.9393688947434,0.481574,True,tsp-transform-lkh,2041.864749,0.402143,True,ok,427.07462,20.915911
high-m-stress,high-m-stress_n500_m3_r01.txt,data\mtsp\generated_multifamily\high-m-stress_n500_m3_r01.txt,500,3,rand+nn,4873.2865283051215,0.000259,True,tsp-transform-lkh,2260.759745,0.249505,True,ok,2612.526783,115.559682
high-m-stress,high-m-stress_n500_m3_r01.txt,data\mtsp\generated_multifamily\high-m-stress_n500_m3_r01.txt,500,3,2opt+greed,2801.2418190960043,0.002747,True,tsp-transform-lkh,2260.759745,0.249505,True,ok,540.482074,23.907099
high-m-stress,high-m-stress_n500_m3_r01.txt,data\mtsp\generated_multifamily\high-m-stress_n500_m3_r01.txt,500,3,lkh-wrapper-v2,2340.1985578645435,0.64174,True,tsp-transform-lkh,2260.759745,0.249505,True,ok,79.438813,3.51381
high-m-stress,high-m-stress_n500_m3_r01.txt,data\mtsp\generated_multifamily\high-m-stress_n500_m3_r01.txt,500,3,lkh-wrapper-v3,2341.721338850502,0.224604,True,tsp-transform-lkh,2260.759745,0.249505,True,ok,80.961594,3.581168
high-m-stress,high-m-stress_n500_m5_r01.txt,data\mtsp\generated_multifamily\high-m-stress_n500_m5_r01.txt,500,5,rand+nn,6872.010538765495,0.000223,True,tsp-transform-lkh,2298.511024,0.296072,True,ok,4573.499515,198.976619
high-m-stress,high-m-stress_n500_m5_r01.txt,data\mtsp\generated_multifamily\high-m-stress_n500_m5_r01.txt,500,5,2opt+greed,3050.973887109283,0.002281,True,tsp-transform-lkh,2298.511024,0.296072,True,ok,752.462863,32.73697
high-m-stress,high-m-stress_n500_m5_r01.txt,data\mtsp\generated_multifamily\high-m-stress_n500_m5_r01.txt,500,5,lkh-wrapper-v2,2586.2760635158584,1.586712,True,tsp-transform-lkh,2298.511024,0.296072,True,ok,287.76504,12.519628
high-m-stress,high-m-stress_n500_m5_r01.txt,data\mtsp\generated_multifamily\high-m-stress_n500_m5_r01.txt,500,5,lkh-wrapper-v3,2601.963500476413,0.519333,True,tsp-transform-lkh,2298.511024,0.296072,True,ok,303.452476,13.202133
high-m-stress,high-m-stress_n50_m2_r01.txt,data\mtsp\generated_multifamily\high-m-stress_n50_m2_r01.txt,50,2,rand+nn,203.49767958812086,3.2e-05,True,ortools-gls,115.712851,4.999885,True,ok,87.784829,75.864373
high-m-stress,high-m-stress_n50_m2_r01.txt,data\mtsp\generated_multifamily\high-m-stress_n50_m2_r01.txt,50,2,2opt+greed,166.05040411217007,5.7e-05,True,ortools-gls,115.712851,4.999885,True,ok,50.337553,43.502128
high-m-stress,high-m-stress_n50_m2_r01.txt,data\mtsp\generated_multifamily\high-m-stress_n50_m2_r01.txt,50,2,lkh-wrapper-v2,124.49850451269819,0.003198,True,ortools-gls,115.712851,4.999885,True,ok,8.785654,7.592635
high-m-stress,high-m-stress_n50_m2_r01.txt,data\mtsp\generated_multifamily\high-m-stress_n50_m2_r01.txt,50,2,lkh-wrapper-v3,124.79328252669768,0.001316,True,ortools-gls,115.712851,4.999885,True,ok,9.080432,7.847384
high-m-stress,high-m-stress_n50_m3_r01.txt,data\mtsp\generated_multifamily\high-m-stress_n50_m3_r01.txt,50,3,rand+nn,257.4001344771568,3.8e-05,True,ortools-gls,103.399663,5.000191,True,ok,154.000471,148.937111
high-m-stress,high-m-stress_n50_m3_r01.txt,data\mtsp\generated_multifamily\high-m-stress_n50_m3_r01.txt,50,3,2opt+greed,193.37104535804912,4.5e-05,True,ortools-gls,103.399663,5.000191,True,ok,89.971382,87.013226
high-m-stress,high-m-stress_n50_m3_r01.txt,data\mtsp\generated_multifamily\high-m-stress_n50_m3_r01.txt,50,3,lkh-wrapper-v2,122.33591219586357,0.001802,True,ortools-gls,103.399663,5.000191,True,ok,18.936249,18.313647
high-m-stress,high-m-stress_n50_m3_r01.txt,data\mtsp\generated_multifamily\high-m-stress_n50_m3_r01.txt,50,3,lkh-wrapper-v3,122.33591219586356,0.001853,True,ortools-gls,103.399663,5.000191,True,ok,18.936249,18.313647
high-m-stress,high-m-stress_n50_m5_r01.txt,data\mtsp\generated_multifamily\high-m-stress_n50_m5_r01.txt,50,5,rand+nn,515.6782947162934,2.9e-05,True,ortools-gls,127.99682,5.000749,True,ok,387.681475,302.883677
high-m-stress,high-m-stress_n50_m5_r01.txt,data\mtsp\generated_multifamily\high-m-stress_n50_m5_r01.txt,50,5,2opt+greed,470.1158952314048,4.4e-05,True,ortools-gls,127.99682,5.000749,True,ok,342.119075,267.287168
high-m-stress,high-m-stress_n50_m5_r01.txt,data\mtsp\generated_multifamily\high-m-stress_n50_m5_r01.txt,50,5,lkh-wrapper-v2,166.716657737784,0.002293,True,ortools-gls,127.99682,5.000749,True,ok,38.719838,30.250625
high-m-stress,high-m-stress_n50_m5_r01.txt,data\mtsp\generated_multifamily\high-m-stress_n50_m5_r01.txt,50,5,lkh-wrapper-v3,166.716657737784,0.002365,True,ortools-gls,127.99682,5.000749,True,ok,38.719838,30.250625
mixed,mixed_n1000_m3_r01.txt,data\mtsp\generated_multifamily\mixed_n1000_m3_r01.txt,1000,3,rand+nn,13457.533581103544,0.002347,True,tsp-transform-lkh,6410.216406,1.571695,True,ok,7047.317175,109.938834
mixed,mixed_n1000_m3_r01.txt,data\mtsp\generated_multifamily\mixed_n1000_m3_r01.txt,1000,3,2opt+greed,6959.535120099404,0.014238,True,tsp-transform-lkh,6410.216406,1.571695,True,ok,549.318714,8.569425
