"phase","instance_family","instance","path","node_count","salesman_count","solver","solver_budget_ms","wall_timeout_sec","start_time_utc","end_time_utc","wall_seconds","valid","status","objective","time_seconds","step_time_seconds","message","killed","exit_code","artifacts_dir"
"main","high-m-stress","high-m-stress_n50000_m7_r01.txt","C:\Users\ddkup\coursework\mtsp-routing-optimization\data\mtsp\generated_multifamily\high-m-stress_n50000_m7_r01.txt","50000","7","lkh-wrapper-v7","150000","300","2026-04-24T11:52:42.7800144Z","2026-04-24T11:55:01.9592618Z","139.178812","False","runner_error",,"139.178812",,"mtsp.exe exited with code .","False",,""
"main","mixed","mixed_n50000_m7_r01.txt","C:\Users\ddkup\coursework\mtsp-routing-optimization\data\mtsp\generated_multifamily\mixed_n50000_m7_r01.txt","50000","7","lkh3-baseline","150000","300","2026-04-23T23:21:16.8756984Z","2026-04-23T23:26:17.7625459Z","300.886794","False","wall_timeout","","300.886794","","Killed after exceeding the external wall-clock timeout.","True","",""
"main","mixed","mixed_n50000_m5_r01.txt","C:\Users\ddkup\coursework\mtsp-routing-optimization\data\mtsp\generated_multifamily\mixed_n50000_m5_r01.txt","50000","5","lkh3-baseline","150000","300","2026-04-23T22:21:41.9718070Z","2026-04-23T22:26:42.7911395Z","300.818965","False","wall_timeout","","300.818965","","Killed after exceeding the external wall-clock timeout.","True","",""
"main","mixed","mixed_n50000_m7_r01.txt","C:\Users\ddkup\coursework\mtsp-routing-optimization\data\mtsp\generated_multifamily\mixed_n50000_m7_r01.txt","50000","7","lkh-wrapper-v4","150000","300","2026-04-24T11:55:02.2295319Z","2026-04-24T11:58:37.4059124Z","215.175694","False","runner_error",,"215.175694",,"mtsp.exe exited with code .","False",,""
"main","mixed","mixed_n50000_m5_r01.txt","C:\Users\ddkup\coursework\mtsp-routing-optimization\data\mtsp\generated_multifamily\mixed_n50000_m5_r01.txt","50000","5","lkh-wrapper-v4","150000","300","2026-04-24T11:58:37.6715071Z","2026-04-24T12:02:18.1443234Z","220.471928","False","runner_error",,"220.471928",,"mtsp.exe exited with code .","False",,""
"main","mixed","mixed_n50000_m7_r01.txt","C:\Users\ddkup\coursework\mtsp-routing-optimization\data\mtsp\generated_multifamily\mixed_n50000_m7_r01.txt","50000","7","lkh-wrapper-v7","150000","300","2026-04-24T12:02:18.4462599Z","2026-04-24T12:04:39.2864974Z","140.839837","False","runner_error",,"140.839837",,"mtsp.exe exited with code .","False",,""
"main","mixed","mixed_n50000_m5_r01.txt","C:\Users\ddkup\coursework\mtsp-routing-optimization\data\mtsp\generated_multifamily\mixed_n50000_m5_r01.txt","50000","5","lkh-wrapper-v7","150000","300","2026-04-24T12:04:39.5817622Z","2026-04-24T12:06:59.1828296Z","139.601565","False","runner_error",,"139.601565",,"mtsp.exe exited with code .","False",,""
"main","outliers","outliers_n50000_m5_r01.txt","C:\Users\ddkup\coursework\mtsp-routing-optimization\data\mtsp\generated_multifamily\outliers_n50000_m5_r01.txt","50000","5","lkh3-baseline","150000","300","2026-04-23T22:31:12.0345800Z","2026-04-23T22:36:12.8178963Z","300.783448","False","wall_timeout","","300.783448","","Killed after exceeding the external wall-clock timeout.","True","",""
"main","outliers","outliers_n50000_m7_r01.txt","C:\Users\ddkup\coursework\mtsp-routing-optimization\data\mtsp\generated_multifamily\outliers_n50000_m7_r01.txt","50000","7","lkh3-baseline","150000","300","2026-04-23T23:31:53.3448504Z","2026-04-23T23:36:54.1652890Z","300.819806","False","wall_timeout","","300.819806","","Killed after exceeding the external wall-clock timeout.","True","",""
"main","outliers","outliers_n50000_m5_r01.txt","C:\Users\ddkup\coursework\mtsp-routing-optimization\data\mtsp\generated_multifamily\outliers_n50000_m5_r01.txt","50000","5","lkh-wrapper-v4","150000","300","2026-04-24T12:06:59.4859574Z","2026-04-24T12:10:28.1287508Z","208.642685","False","runner_error",,"208.642685",,"mtsp.exe exited with code .","False",,""
"main","outliers","outliers_n50000_m7_r01.txt","C:\Users\ddkup\coursework\mtsp-routing-optimization\data\mtsp\generated_multifamily\outliers_n50000_m7_r01.txt","50000","7","lkh-wrapper-v4","150000","300","2026-04-24T12:10:28.3941093Z","2026-04-24T12:14:09.5412198Z","221.1463","False","runner_error",,"221.1463",,"mtsp.exe exited with code .","False",,""
"main","outliers","outliers_n50000_m5_r01.txt","C:\Users\ddkup\coursework\mtsp-routing-optimization\data\mtsp\generated_multifamily\outliers_n50000_m5_r01.txt","50000","5","lkh-wrapper-v7","150000","300","2026-04-24T12:14:09.8198772Z","2026-04-24T12:16:28.6508778Z","138.830194","False","runner_error",,"138.830194",,"mtsp.exe exited with code .","False",,""
"main","outliers","outliers_n50000_m7_r01.txt","C:\Users\ddkup\coursework\mtsp-routing-optimization\data\mtsp\generated_multifamily\outliers_n50000_m7_r01.txt","50000","7","lkh-wrapper-v7","150000","300","2026-04-24T12:16:28.9045036Z","2026-04-24T12:18:49.1697791Z","140.264894","False","runner_error",,"140.264894",,"mtsp.exe exited with code .","False",,""
"main","uniform","uniform_n50000_m5_r01.txt","C:\Users\ddkup\coursework\mtsp-routing-optimization\data\mtsp\generated_multifamily\uniform_n50000_m5_r01.txt","50000","5","lkh3-baseline","150000","300","2026-04-23T22:11:11.3126233Z","2026-04-23T22:16:12.1100453Z","300.796847","False","wall_timeout","","300.796847","","Killed after exceeding the external wall-clock timeout.","True","",""
"main","uniform","uniform_n50000_m7_r01.txt","C:\Users\ddkup\coursework\mtsp-routing-optimization\data\mtsp\generated_multifamily\uniform_n50000_m7_r01.txt","50000","7","lkh3-baseline","150000","300","2026-04-23T23:10:54.2780508Z","2026-04-23T23:15:55.1022885Z","300.823674","False","wall_timeout","","300.823674","","Killed after exceeding the external wall-clock timeout.","True","",""
"main","uniform","uniform_n50000_m5_r01.txt","C:\Users\ddkup\coursework\mtsp-routing-optimization\data\mtsp\generated_multifamily\uniform_n50000_m5_r01.txt","50000","5","lkh-wrapper-v4","150000","300","2026-04-24T12:18:49.4281462Z","2026-04-24T12:22:01.7466625Z","192.318509","False","runner_error",,"192.318509",,"mtsp.exe exited with code .","False",,""
"main","uniform","uniform_n50000_m7_r01.txt","C:\Users\ddkup\coursework\mtsp-routing-optimization\data\mtsp\generated_multifamily\uniform_n50000_m7_r01.txt","50000","7","lkh-wrapper-v4","150000","300","2026-04-24T12:22:02.0664743Z","2026-04-24T12:25:33.5365818Z","211.471155","False","runner_error",,"211.471155",,"mtsp.exe exited with code .","False",,""
"main","uniform","uniform_n50000_m7_r01.txt","C:\Users\ddkup\coursework\mtsp-routing-optimization\data\mtsp\generated_multifamily\uniform_n50000_m7_r01.txt","50000","7","lkh-wrapper-v7","150000","300","2026-04-24T12:25:33.8133370Z","2026-04-24T12:27:52.1557504Z","138.342595","False","runner_error",,"138.342595",,"mtsp.exe exited with code .","False",,""
"main","uniform","uniform_n50000_m5_r01.txt","C:\Users\ddkup\coursework\mtsp-routing-optimization\data\mtsp\generated_multifamily\uniform_n50000_m5_r01.txt","50000","5","lkh-wrapper-v7","150000","300","2026-04-24T12:27:52.5328341Z","2026-04-24T12:30:11.5720953Z","139.03974","False","runner_error",,"139.03974",,"mtsp.exe exited with code .","False",,""
"overflow","clustered-center","clustered-center_n10000_m7_r01.txt","C:\Users\ddkup\coursework\mtsp-routing-optimization\data\mtsp\generated_multifamily\clustered-center_n10000_m7_r01.txt","10000","7","lkh3-baseline","150000","300","2026-04-24T12:30:11.8384333Z","2026-04-24T12:34:48.9130523Z","277.073787","False","runner_error",,"277.073787",,"mtsp.exe exited with code .","False",,""
"overflow","clustered-center","clustered-center_n10000_m7_r01.txt","C:\Users\ddkup\coursework\mtsp-routing-optimization\data\mtsp\generated_multifamily\clustered-center_n10000_m7_r01.txt","10000","7","lkh-wrapper-v4","150000","300","2026-04-24T12:34:49.1925839Z","2026-04-24T12:37:46.1432272Z","176.950563","False","runner_error",,"176.950563",,"mtsp.exe exited with code .","False",,""
"overflow","clustered-center","clustered-center_n10000_m7_r01.txt","C:\Users\ddkup\coursework\mtsp-routing-optimization\data\mtsp\generated_multifamily\clustered-center_n10000_m7_r01.txt","10000","7","lkh-wrapper-v7","150000","300","2026-04-24T12:37:46.3955855Z","2026-04-24T12:38:25.7057753Z","39.309872","False","runner_error",,"39.309872",,"mtsp.exe exited with code .","False",,""
"overflow","clustered-offset-depot","clustered-offset-depot_n10000_m7_r01.txt","C:\Users\ddkup\coursework\mtsp-routing-optimization\data\mtsp\generated_multifamily\clustered-offset-depot_n10000_m7_r01.txt","10000","7","lkh3-baseline","150000","300","2026-04-24T12:38:26.0004807Z","2026-04-24T12:43:22.0548334Z","296.054188","False","runner_error",,"296.054188",,"mtsp.exe exited with code .","False",,""
"overflow","clustered-offset-depot","clustered-offset-depot_n10000_m7_r01.txt","C:\Users\ddkup\coursework\mtsp-routing-optimization\data\mtsp\generated_multifamily\clustered-offset-depot_n10000_m7_r01.txt","10000","7","lkh-wrapper-v4","150000","300","2026-04-24T12:43:22.3642036Z","2026-04-24T12:46:17.6820196Z","175.317453","False","runner_error",,"175.317453",,"mtsp.exe exited with code .","False",,""
"overflow","clustered-offset-depot","clustered-offset-depot_n10000_m7_r01.txt","C:\Users\ddkup\coursework\mtsp-routing-optimization\data\mtsp\generated_multifamily\clustered-offset-depot_n10000_m7_r01.txt","10000","7","lkh-wrapper-v7","150000","300","2026-04-24T12:46:17.9370580Z","2026-04-24T12:46:56.2525412Z","38.315227","False","runner_error",,"38.315227",,"mtsp.exe exited with code .","False",,""
"overflow","high-m-stress","high-m-stress_n10000_m7_r01.txt","C:\Users\ddkup\coursework\mtsp-routing-optimization\data\mtsp\generated_multifamily\high-m-stress_n10000_m7_r01.txt","10000","7","lkh3-baseline","150000","300","2026-04-24T12:46:56.5549312Z","2026-04-24T12:51:32.0925648Z","275.537765","False","runner_error",,"275.537765",,"mtsp.exe exited with code .","False",,""
"overflow","high-m-stress","high-m-stress_n10000_m7_r01.txt","C:\Users\ddkup\coursework\mtsp-routing-optimization\data\mtsp\generated_multifamily\high-m-stress_n10000_m7_r01.txt","10000","7","lkh-wrapper-v4","150000","300","2026-04-24T03:01:21.8643687Z","2026-04-24T03:04:05.5637406Z","163.699506","False","runner_error","","163.699506","","mtsp.exe exited with code .","False","",""
"overflow","high-m-stress","high-m-stress_n10000_m7_r01.txt","C:\Users\ddkup\coursework\mtsp-routing-optimization\data\mtsp\generated_multifamily\high-m-stress_n10000_m7_r01.txt","10000","7","lkh-wrapper-v7","150000","300","2026-04-24T03:04:05.6289108Z","2026-04-24T03:06:07.6044324Z","121.975993","False","runner_error","","121.975993","","mtsp.exe exited with code .","False","",""
"overflow","mixed","mixed_n10000_m7_r01.txt","C:\Users\ddkup\coursework\mtsp-routing-optimization\data\mtsp\generated_multifamily\mixed_n10000_m7_r01.txt","10000","7","lkh3-baseline","150000","300","2026-04-24T02:50:31.7457914Z","2026-04-24T02:54:08.4189842Z","216.672853","False","runner_error","","216.672853","","mtsp.exe exited with code .","False","",""
"overflow","mixed","mixed_n10000_m7_r01.txt","C:\Users\ddkup\coursework\mtsp-routing-optimization\data\mtsp\generated_multifamily\mixed_n10000_m7_r01.txt","10000","7","lkh-wrapper-v4","150000","300","2026-04-24T02:47:06.7778665Z","2026-04-24T02:49:10.6889122Z","123.911472","False","runner_error","","123.911472","","mtsp.exe exited with code .","False","",""
"overflow","mixed","mixed_n10000_m7_r01.txt","C:\Users\ddkup\coursework\mtsp-routing-optimization\data\mtsp\generated_multifamily\mixed_n10000_m7_r01.txt","10000","7","lkh-wrapper-v7","150000","300","2026-04-24T02:49:10.7378619Z","2026-04-24T02:50:31.6781870Z","80.94018","False","runner_error","","80.94018","","mtsp.exe exited with code .","False","",""
"overflow","outliers","outliers_n10000_m7_r01.txt","C:\Users\ddkup\coursework\mtsp-routing-optimization\data\mtsp\generated_multifamily\outliers_n10000_m7_r01.txt","10000","7","lkh3-baseline","150000","300","2026-04-24T02:57:45.0926197Z","2026-04-24T03:01:21.7945070Z","216.701887","False","runner_error","","216.701887","","mtsp.exe exited with code .","False","",""
"overflow","outliers","outliers_n10000_m7_r01.txt","C:\Users\ddkup\coursework\mtsp-routing-optimization\data\mtsp\generated_multifamily\outliers_n10000_m7_r01.txt","10000","7","lkh-wrapper-v4","150000","300","2026-04-24T02:54:08.4790928Z","2026-04-24T02:56:30.3416589Z","141.862686","False","runner_error","","141.862686","","mtsp.exe exited with code .","False","",""
"overflow","outliers","outliers_n10000_m7_r01.txt","C:\Users\ddkup\coursework\mtsp-routing-optimization\data\mtsp\generated_multifamily\outliers_n10000_m7_r01.txt","10000","7","lkh-wrapper-v7","150000","300","2026-04-24T02:56:30.4000199Z","2026-04-24T02:57:45.0193921Z","74.619244","False","runner_error","","74.619244","","mtsp.exe exited with code .","False","",""
"overflow","uniform","uniform_n10000_m7_r01.txt","C:\Users\ddkup\coursework\mtsp-routing-optimization\data\mtsp\generated_multifamily\uniform_n10000_m7_r01.txt","10000","7","lkh3-baseline","150000","300","2026-04-24T02:43:28.2173659Z","2026-04-24T02:47:06.6947245Z","218.478238","False","runner_error","","218.478238","","mtsp.exe exited with code .","False","",""
"overflow","uniform","uniform_n10000_m7_r01.txt","C:\Users\ddkup\coursework\mtsp-routing-optimization\data\mtsp\generated_multifamily\uniform_n10000_m7_r01.txt","10000","7","lkh-wrapper-v4","150000","300","2026-04-24T02:38:28.4218325Z","2026-04-24T02:41:12.1488686Z","163.727672","False","runner_error","","163.727672","","mtsp.exe exited with code .","False","",""
"overflow","uniform","uniform_n10000_m7_r01.txt","C:\Users\ddkup\coursework\mtsp-routing-optimization\data\mtsp\generated_multifamily\uniform_n10000_m7_r01.txt","10000","7","lkh-wrapper-v7","150000","300","2026-04-24T02:41:12.2099207Z","2026-04-24T02:43:28.1477689Z","135.936782","False","runner_error","","135.936782","","mtsp.exe exited with code .","False","",""
"overflow","mixed","mixed_n100000_m5_r01.txt","C:\Users\ddkup\coursework\mtsp-routing-optimization\data\mtsp\generated_multifamily\mixed_n100000_m5_r01.txt","100000","5","lkh3-baseline","150000","300","2026-04-24T03:41:28.1283765Z","2026-04-24T03:46:28.9127959Z","300.78399","False","wall_timeout","","300.78399","","Killed after exceeding the external wall-clock timeout.","True","",""
"overflow","mixed","mixed_n100000_m5_r01.txt","C:\Users\ddkup\coursework\mtsp-routing-optimization\data\mtsp\generated_multifamily\mixed_n100000_m5_r01.txt","100000","5","lkh-wrapper-v4","150000","300","2026-04-24T03:35:59.4298383Z","2026-04-24T03:39:05.7380186Z","186.30828","False","runner_error","","186.30828","","mtsp.exe exited with code .","False","",""
"overflow","mixed","mixed_n100000_m5_r01.txt","C:\Users\ddkup\coursework\mtsp-routing-optimization\data\mtsp\generated_multifamily\mixed_n100000_m5_r01.txt","100000","5","lkh-wrapper-v7","150000","300","2026-04-24T03:39:05.8094742Z","2026-04-24T03:41:28.0597322Z","142.250504","False","runner_error","","142.250504","","mtsp.exe exited with code .","False","",""
"overflow","uniform","uniform_n100000_m5_r01.txt","C:\Users\ddkup\coursework\mtsp-routing-optimization\data\mtsp\generated_multifamily\uniform_n100000_m5_r01.txt","100000","5","lkh3-baseline","150000","300","2026-04-24T03:30:58.2971437Z","2026-04-24T03:35:59.3161448Z","301.018226","False","wall_timeout","","301.018226","","Killed after exceeding the external wall-clock timeout.","True","",""
"overflow","uniform","uniform_n100000_m5_r01.txt","C:\Users\ddkup\coursework\mtsp-routing-optimization\data\mtsp\generated_multifamily\uniform_n100000_m5_r01.txt","100000","5","lkh-wrapper-v4","150000","300","2026-04-24T03:25:25.4745812Z","2026-04-24T03:28:38.4435643Z","192.96883","False","runner_error","","192.96883","","mtsp.exe exited with code .","False","",""
"overflow","uniform","uniform_n100000_m5_r01.txt","C:\Users\ddkup\coursework\mtsp-routing-optimization\data\mtsp\generated_multifamily\uniform_n100000_m5_r01.txt","100000","5","lkh-wrapper-v7","150000","300","2026-04-24T03:28:38.5097115Z","2026-04-24T03:30:58.1939741Z","139.683428","False","runner_error","","139.683428","","mtsp.exe exited with code .","False","",""
