instance,family,node_count,salesman_count,solver,seed,objective,time_seconds,valid
uniform_n200_m5_pilot.txt,uniform,200,5,rand+nn,10,3086.0707371713156,0.001071,True
uniform_n200_m5_pilot.txt,uniform,200,5,rand+nn,11,3034.2976538096623,0.000965,True
uniform_n200_m5_pilot.txt,uniform,200,5,rand+nn,12,3108.5760689434205,0.000938,True
uniform_n200_m5_pilot.txt,uniform,200,5,rand+nn,13,3032.8506295544657,0.000938,True
uniform_n200_m5_pilot.txt,uniform,200,5,rand+nn,14,3118.6594512234883,0.001241,True
uniform_n200_m5_pilot.txt,uniform,200,5,rand+nn,15,3101.340400490457,0.001183,True
uniform_n200_m5_pilot.txt,uniform,200,5,rand+nn,16,2974.3460721012443,0.001198,True
uniform_n200_m5_pilot.txt,uniform,200,5,rand+nn,17,3119.4992015022813,0.000951,True
uniform_n200_m5_pilot.txt,uniform,200,5,rand+nn,18,3110.4763754307082,0.00088,True
uniform_n200_m5_pilot.txt,uniform,200,5,rand+nn,19,3216.808661786702,0.0009,True
uniform_n200_m5_pilot.txt,uniform,200,5,rand+nn,20,3063.68022940918,0.000926,True
uniform_n200_m5_pilot.txt,uniform,200,5,grasp,1,1409.1807786134634,5.059581,True
uniform_n200_m5_pilot.txt,uniform,200,5,grasp,2,1395.874915856141,5.298777,True
uniform_n200_m5_pilot.txt,uniform,200,5,grasp,3,1365.3012977043363,5.132742,True
uniform_n200_m5_pilot.txt,uniform,200,5,grasp,4,1388.835563902801,5.130686,True
uniform_n200_m5_pilot.txt,uniform,200,5,grasp,5,1406.6862788224234,5.024012,True
uniform_n200_m5_pilot.txt,uniform,200,5,grasp,6,1370.6622562986931,5.145978,True
uniform_n200_m5_pilot.txt,uniform,200,5,grasp,7,1361.916099186979,5.227604,True
uniform_n200_m5_pilot.txt,uniform,200,5,grasp,8,1363.2801620533291,5.016843,True
uniform_n200_m5_pilot.txt,uniform,200,5,grasp,9,1424.7978175060402,4.849774,True
uniform_n200_m5_pilot.txt,uniform,200,5,grasp,10,1350.0064969276925,5.272538,True
uniform_n200_m5_pilot.txt,uniform,200,5,grasp,11,1405.177874643762,5.469467,True
uniform_n200_m5_pilot.txt,uniform,200,5,grasp,12,1376.1410107370994,5.285657,True
uniform_n200_m5_pilot.txt,uniform,200,5,grasp,13,1354.3373105111489,4.867496,True
uniform_n200_m5_pilot.txt,uniform,200,5,grasp,14,1319.0653822801787,5.43746,True
uniform_n200_m5_pilot.txt,uniform,200,5,grasp,15,1404.0565680291581,5.422746,True
uniform_n200_m5_pilot.txt,uniform,200,5,grasp,16,1381.4782096222877,5.195962,True
uniform_n200_m5_pilot.txt,uniform,200,5,grasp,17,1387.8509765808,4.944604,True
uniform_n200_m5_pilot.txt,uniform,200,5,grasp,18,1329.6645046128558,5.335256,True
uniform_n200_m5_pilot.txt,uniform,200,5,grasp,19,1377.1201737649694,5.273424,True
uniform_n200_m5_pilot.txt,uniform,200,5,grasp,20,1384.0372859359081,5.236921,True
uniform_n200_m5_pilot.txt,uniform,200,5,lkh-wrapper-v2,1,1296.492570600965,0.054839,True
uniform_n200_m5_pilot.txt,uniform,200,5,lkh-wrapper-v2,2,1269.5081061046317,0.097678,True
uniform_n200_m5_pilot.txt,uniform,200,5,lkh-wrapper-v2,3,1270.163446361003,0.095583,True
uniform_n200_m5_pilot.txt,uniform,200,5,lkh-wrapper-v2,4,1272.4850683372144,0.095571,True
uniform_n200_m5_pilot.txt,uniform,200,5,lkh-wrapper-v2,5,1271.6363958790757,0.094673,True
uniform_n200_m5_pilot.txt,uniform,200,5,lkh-wrapper-v2,6,1275.979751008839,0.077997,True
uniform_n200_m5_pilot.txt,uniform,200,5,lkh-wrapper-v2,7,1280.6338716090331,0.072482,True
uniform_n200_m5_pilot.txt,uniform,200,5,lkh-wrapper-v2,8,1266.6947052059948,0.074481,True
uniform_n200_m5_pilot.txt,uniform,200,5,lkh-wrapper-v2,9,1269.80978278264,0.068135,True
uniform_n200_m5_pilot.txt,uniform,200,5,lkh-wrapper-v2,10,1279.0166091529345,0.078487,True
uniform_n200_m5_pilot.txt,uniform,200,5,lkh-wrapper-v2,11,1279.8469790777492,0.072701,True
uniform_n200_m5_pilot.txt,uniform,200,5,lkh-wrapper-v2,12,1266.6947052059948,0.07291,True
uniform_n200_m5_pilot.txt,uniform,200,5,lkh-wrapper-v2,13,1275.047128488668,0.078451,True
uniform_n200_m5_pilot.txt,uniform,200,5,lkh-wrapper-v2,14,1288.068803752618,0.070691,True
uniform_n200_m5_pilot.txt,uniform,200,5,lkh-wrapper-v2,15,1277.073416232838,0.055883,True
uniform_n200_m5_pilot.txt,uniform,200,5,lkh-wrapper-v2,16,1263.5536861127334,0.076149,True
uniform_n200_m5_pilot.txt,uniform,200,5,lkh-wrapper-v2,17,1275.979751008839,0.074768,True
uniform_n200_m5_pilot.txt,uniform,200,5,lkh-wrapper-v2,18,1283.7254486228544,0.05236,True
uniform_n200_m5_pilot.txt,uniform,200,5,lkh-wrapper-v2,19,1262.3513500762315,0.069368,True
uniform_n200_m5_pilot.txt,uniform,200,5,lkh-wrapper-v2,20,1280.88009770488,0.073804,True
