instance,n,m,mode,time_seconds,n_routes,valid,sum,makespan,min_route,range,std,gini,balance_ratio,n_nonempty
n200_m5_r03.txt,200,5,minmax_balanced,10.177316427230835,5,True,1.2900501124322243,0.26320945207585983,0.23788221087790543,0.02532724119795438,0.01006529204833613,0.01584552640093839,1.0201520450225459,5
n200_m7_r01.txt,200,7,minsum_default,0.5497395992279053,7,True,1.1316696283026135,1.0684679855813863,0.005354819137935476,1.0631131664434508,0.3702229460037158,0.812456784763316,6.609063026890488,7
n200_m7_r01.txt,200,7,minsum_balanced,36.509533405303955,7,True,1.3397275745719268,0.21209748797539477,0.13575745002846226,0.07634003794693248,0.027844889253849855,0.07008068760185962,1.1081972514465508,7
n200_m7_r01.txt,200,7,minmax_balanced,45.72337007522583,7,True,1.302802219334376,0.21377796777818364,0.06668573592700151,0.14709223185118214,0.05119401344536156,0.11668026034495772,1.1486361876262732,7
n200_m7_r02.txt,200,7,minsum_default,0.5428519248962402,7,True,1.1600893649859283,1.0927484374365397,0.004552296123935702,1.088196141312604,0.37847464714503937,0.8086722728298181,6.593663637411728,7
n200_m7_r02.txt,200,7,minsum_balanced,31.814246654510498,7,True,1.3485106821117052,0.22427446315496918,0.16392150906885591,0.06035295408611327,0.019818245400350466,0.058047100673909786,1.1641889552008298,7
n200_m7_r02.txt,200,7,minmax_balanced,21.586112022399902,7,True,1.3264283389311913,0.22403770377006624,0.011293939082534489,0.21274376468753176,0.0731598228085013,0.14833003698609296,1.1823208841075714,7
n200_m7_r03.txt,200,7,minsum_default,0.5125653743743896,7,True,1.1151127758069,1.0254061840444013,0.009006117476471197,1.01640006656793,0.3536320890524309,0.7919020205469427,6.4368765599666755,7
n200_m7_r03.txt,200,7,minsum_balanced,16.66068983078003,7,True,1.429661036665385,0.23565690571106845,0.1672304576237696,0.06842644808729886,0.020999730170653468,0.05755251082463111,1.1538387755359742,7
n200_m7_r03.txt,200,7,minmax_balanced,6.4319007396698,7,True,1.2640281820845045,0.26579936739536164,0.009132947169451924,0.2566664202259097,0.09835585597205439,0.2878672206676802,1.471957348845838,7
n500_m3_r01.txt,500,3,minsum_default,3.005382776260376,3,True,1.6857384095875125,1.659665176738159,0.007418178752227531,1.6522469979859313,0.7762417029316016,0.6534216651839925,2.9535991479441934,3
n500_m3_r01.txt,500,3,minsum_balanced,17.118329286575317,3,True,1.700038703668913,0.5832369182098486,0.5404866800569873,0.04275023815286124,0.018735499333205372,0.01676441760241515,1.029218188299733,3
n500_m3_r01.txt,500,3,minmax_balanced,28.90652370452881,3,True,1.7079663574311061,0.5703643451265925,0.5679628575465732,0.0024014875800193068,0.001005706827648566,0.0009373672455825582,1.0018306437565752,3
n500_m3_r02.txt,500,3,minsum_default,2.436326503753662,3,True,1.6591833549717971,1.6456534081456586,0.006318325094516735,1.639335083051142,0.772579503278091,0.6586915497268865,2.975536253810173,3
n500_m3_r02.txt,500,3,minsum_balanced,23.97313904762268,3,True,1.6803300877278093,0.6294241472704333,0.5184787304935426,0.11094541677689063,0.049342174241820504,0.044017310482495416,1.1237508960901106,3
n500_m3_r02.txt,500,3,minmax_balanced,72.72128629684448,3,True,1.7297468639284326,0.5767719418617381,0.5762384535436763,0.0005334883180618135,0.00024355858590610572,0.00020561325250802184,1.000328927699565,3
n500_m3_r03.txt,500,3,minsum_default,3.414975166320801,3,True,1.6575494741471535,1.653820693459152,0.0006856967259656423,1.653134996733186,0.7787402641243119,0.6648911631365779,2.9932512771181323,3
