"timestamp_utc","instance","instance_path","n","m","solver","status","valid","objective","solve_time_seconds","wall_seconds","killed","exit_code","extra","stdout_tail","stderr_tail"
"2026-04-26T19:37:14.2002285Z","uniform_n20_m2_r01.txt","C:\Users\ddkup\coursework\mtsp-routing-optimization\data\mtsp\generated_multifamily\uniform_n20_m2_r01.txt","20","2","2opt+greed","runner_error","False",,,"0.45483","False",,"","","Traceback (most recent call last):
  File ""C:\Users\ddkup\coursework\mtsp-routing-optimization\run_mtsp.py"", line 53, in <module>
    main()
    ~~~~^^
  File ""C:\Users\ddkup\coursework\mtsp-routing-optimization\run_mtsp.py"", line 37, in main
    output = run_solver(executable, input_path, solver_args)
  File ""C:\Users\ddkup\coursework\mtsp-routing-optimization\python\mtsp_runner.py"", line 28, in run_solver
    raise RuntimeError(f""{instance_path} | {' '.join(solver_args)}\n{process.stderr}"")
RuntimeError: C:\Users\ddkup\coursework\mtsp-routing-optimization\data\mtsp\generated_multifamily\uniform_n20_m2_r01.txt | 
At least one --step <solver> must be provided.
"
"2026-04-26T19:37:14.7146008Z","uniform_n20_m2_r01.txt","C:\Users\ddkup\coursework\mtsp-routing-optimization\data\mtsp\generated_multifamily\uniform_n20_m2_r01.txt","20","2","grasp","runner_error","False",,,"0.476583","False",,"","","Traceback (most recent call last):
  File ""C:\Users\ddkup\coursework\mtsp-routing-optimization\run_mtsp.py"", line 53, in <module>
    main()
    ~~~~^^
  File ""C:\Users\ddkup\coursework\mtsp-routing-optimization\run_mtsp.py"", line 37, in main
    output = run_solver(executable, input_path, solver_args)
  File ""C:\Users\ddkup\coursework\mtsp-routing-optimization\python\mtsp_runner.py"", line 28, in run_solver
    raise RuntimeError(f""{instance_path} | {' '.join(solver_args)}\n{process.stderr}"")
RuntimeError: C:\Users\ddkup\coursework\mtsp-routing-optimization\data\mtsp\generated_multifamily\uniform_n20_m2_r01.txt | 
At least one --step <solver> must be provided.
"
"2026-04-26T19:37:15.1205234Z","uniform_n20_m2_r01.txt","C:\Users\ddkup\coursework\mtsp-routing-optimization\data\mtsp\generated_multifamily\uniform_n20_m2_r01.txt","20","2","lkh-wrapper-v12","runner_error","False",,,"0.391082","False",,"","","Traceback (most recent call last):
  File ""C:\Users\ddkup\coursework\mtsp-routing-optimization\run_mtsp.py"", line 53, in <module>
    main()
    ~~~~^^
  File ""C:\Users\ddkup\coursework\mtsp-routing-optimization\run_mtsp.py"", line 37, in main
    output = run_solver(executable, input_path, solver_args)
  File ""C:\Users\ddkup\coursework\mtsp-routing-optimization\python\mtsp_runner.py"", line 28, in run_solver
    raise RuntimeError(f""{instance_path} | {' '.join(solver_args)}\n{process.stderr}"")
RuntimeError: C:\Users\ddkup\coursework\mtsp-routing-optimization\data\mtsp\generated_multifamily\uniform_n20_m2_r01.txt | 
At least one --step <solver> must be provided.
"
"2026-04-26T19:37:15.6057096Z","uniform_n20_m2_r01.txt","C:\Users\ddkup\coursework\mtsp-routing-optimization\data\mtsp\generated_multifamily\uniform_n20_m2_r01.txt","20","2","lkh3-baseline","runner_error","False",,,"0.462873","False",,"","","Traceback (most recent call last):
  File ""C:\Users\ddkup\coursework\mtsp-routing-optimization\run_mtsp.py"", line 53, in <module>
    main()
    ~~~~^^
  File ""C:\Users\ddkup\coursework\mtsp-routing-optimization\run_mtsp.py"", line 37, in main
    output = run_solver(executable, input_path, solver_args)
  File ""C:\Users\ddkup\coursework\mtsp-routing-optimization\python\mtsp_runner.py"", line 28, in run_solver
    raise RuntimeError(f""{instance_path} | {' '.join(solver_args)}\n{process.stderr}"")
RuntimeError: C:\Users\ddkup\coursework\mtsp-routing-optimization\data\mtsp\generated_multifamily\uniform_n20_m2_r01.txt | 
At least one --step <solver> must be provided.
"
"2026-04-26T19:37:16.2238120Z","uniform_n20_m2_r01.txt","C:\Users\ddkup\coursework\mtsp-routing-optimization\data\mtsp\generated_multifamily\uniform_n20_m2_r01.txt","20","2","filo2-cvrp-adapter","runner_error","False",,,"0.554903","False",,"nonzero_exit","",".
                        gid, gids, uid, umask,
                        ^^^^^^^^^^^^^^^^^^^^^^
                        start_new_session, process_group)
                        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\ddkup\AppData\Local\Programs\Python\Python314\Lib\subprocess.py"", line 1552, in _execute_child
    hp, ht, pid, tid = _winapi.CreateProcess(executable, args,
                       ~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^
                             # no special security
                             ^^^^^^^^^^^^^^^^^^^^^
    ...<4 lines>...
                             cwd,
                             ^^^^
                             startupinfo)
                             ^^^^^^^^^^^^
OSError: [WinError 193] %1 is not a valid Win32 application
"
